customer_tweet_id,customer_author_id,brand_tweet_id,current_customer_message,conversation_context,historical_brand_response,candidate_intent,candidate_action,escalation_signals,context_turn_count,ambiguity_score,gold_intent,gold_action,gold_handling,gold_reason,gold_evidence_sufficient
29973,122594,29976,@AmazonHelp Tried everything &amp; it won't take duplicate out basket please help me,"Customer: @AmazonHelp Given up will 2 live trying 2 place order as basket won't let me remove 1 item! FFS sort it out Amazon Bad enough u not pay tax https://t.co/NzQn4TrQcE
AmazonHelp: @122594 Hi, are you using the app? You can click on the drop down arrow beside the quantity of items. ^TS
Customer: @AmazonHelp Tried everything &amp; it won't take duplicate out basket please help me",@122594 My apologies Susan. Please get in touch: https://t.co/JzP7hlA23B and we'll be happy to look into this with you. ^DC,information,investigation,failed_support|high_frustration,3,3,,,,,
2859783,141424,2859785,@AmazonHelp no for a printer,"Customer: @AmazonHelp this may be a silly question but the service plans are only for items sold via amazon right? I can't just buy a plan for an item I bought elsewhere?
AmazonHelp: @141424 For clarification, are you referring to our device warranty options (for Kindle/Echo devices)? ^WM
Customer: @AmazonHelp no for a printer",@141424 There are extended warranties for purchase available on our site. We offer a variety of them here: https://t.co/Jh7LWOxSTW ^KL,product,other,,3,4,,,,,
1426732,451437,1426730,@115850 @59447 - #Struggling to setup Amazon Alexa Dot using #Alexadot. Please advice.. https://t.co/rqj7iKSedk,Customer: @115850 @59447 - #Struggling to setup Amazon Alexa Dot using #Alexadot. Please advice.. https://t.co/rqj7iKSedk,@451437 We'd like to help you in getting this issue resolved. Please contact us here: https://t.co/B5bfcdTnCj and we'll help you. ^ZH,product,other,,1,0,,,,,
181070,158528,181072,"@AmazonHelp I did... 8 hours later, no call, and I need to go to bed","Customer: Getting really pissed off w/ @115830 Charged me £308 on Friday 'in error' Still waiting for refund confirmation despite several phonecalls
AmazonHelp: @158528 I'd like a member of my team to look into this with you. Please send us your contact info here: https://t.co/Pu4pKlwP64 ^KH
Customer: @AmazonHelp I did... 8 hours later, no call, and I need to go to bed","@158528 I can confirm we have received your information, and will be in contact soon. ^AG",payment,information,explicit_human_request|high_frustration,3,3,,,,,
334093,169608,334095,@AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.,"Customer: 3/ Worst case: @115821 sold my husband a new iPad Pro that turned out to be a demo model. Every time I then have to correct their mistake.
AmazonHelp: @169608 I'm sorry to hear this! Have you discussed the issue with us over the phone? If so, what options/info did we provide? ^BH
Customer: @AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.","@169608 Thank you for letting us know what happened, I'm sorry to hear our response missed the mark. ^JR",refund,acknowledgement,explicit_human_request|high_frustration,3,3,,,,,
2303906,668494,2303903,@AmazonHelp I used online chat for some questions I had about some missing packages. It was like pulling teeth and took the cs rep over an hour asking for the same order numbers. After an hour without a clear answer they just ghosted me. Then another rep ghosted me and another. Then I called,"Customer: @115821 @AmazonHelp why is your customer service so terrible now? Spent hours on chat got nowhere.
AmazonHelp: @668494 I'm so sorry for the trouble! This is not something we want for our customers. Without providing specific account or personal information, will you tell us more about the situation and what's going on? We're here to help! ^TG
Customer: @AmazonHelp I used online chat for some questions I had about some missing packages. It was like pulling teeth and took the cs rep over an hour asking for the same order numbers. After an hour without a clear answer they just ghosted me. Then another rep ghosted me and another. Then I called","@668494 I am very sorry for the poor experience, that is not how we wish to be remembered. When you called us up, were you given any options or insights? ^CH",complaint,other,explicit_human_request|missing_delivery|high_frustration,3,3,,,,,
589983,259502,589984,@AmazonHelp Thank you,"Customer: @AmazonHelp 😭😔 https://t.co/rCYchUgn3Q
AmazonHelp: @259502 I'm sorry to see it didn't arrive! Typically, late packages are delivered on the next working day. We can review your available options and next steps with you here: https://t.co/JzP7hlA23B ^DW
Customer: @AmazonHelp Thank you",@259502 It was our pleasure! Please let us know if you have any further questions. ^KB,delivery,acknowledgement,,3,3,,,,,
2154006,632895,2154007,@AmazonHelp 8218294456,"AmazonHelp: @632895 I'm sorry about the disappointment regarding the delivered product. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
Customer: @AmazonHelp 8218294456","@632895 Being a social media platform, we will not have access to your account details, Sunny. Please reach out to us via the link provided earlier and we will have this checked. ^KS 1/2",delivery,privacy_restriction,,2,3,,,,,
2593133,734371,2593135,@AmazonHelp Shipped with UPS Tracking ID 1Z3764E80307408907,"Customer: @115821 I pre-ordered the Xbox One X (Project Scorpio Edition) on https://t.co/ab29VVLdRo back in August and still haven't received it yet, a week after launch!!!! Terrible#amazon!!!
AmazonHelp: @734371 Oh dear, I'm sorry that your Xbox One X (Project Scorpio Edition) has been delayed for so long! What is the last update on your tracking information?https://t.co/Y5jpI9gRhE ^LL
Customer: @AmazonHelp Shipped with UPS Tracking ID 1Z3764E80307408907","@734371 Hi there! Thanks for the update. If you have a moment, please reach us by phone or chat here: https://t.co/hApLpMlfHN so we can look into this with you in real time. ^LH",order,phone_chat,missing_delivery|high_frustration,3,2,,,,,
1137397,387913,1199763,@AmazonHelp I can't see any submit button on the form,"Customer: @115850 unable to submit the form you guys gave for returning a product . Please assist.
AmazonHelp: @387913 Sorry about that. Do you see any error while submitting the form? If yes, what is it? Please tell us more. ^HK
Customer: @AmazonHelp I can't see any submit button on the form",@387913 and then follow the instructions. You may skip sign-in if available. Do let us know if the issue still persists. 2/2 ^AB,refund,self_service,,3,1,,,,,
2276520,662101,2276518,"@115821 Why has your recent upgrade suddenly started locking me out of my account for redeeming YOUR gift cards???? There is no sense in my account being deactivated; and reactivation in ""3-4 days"" is unacceptable; especially after being on the phone with 1/2 dozen reps in 2_hrs.","Customer: @115821 Why has your recent upgrade suddenly started locking me out of my account for redeeming YOUR gift cards???? There is no sense in my account being deactivated; and reactivation in ""3-4 days"" is unacceptable; especially after being on the phone with 1/2 dozen reps in 2_hrs.","@662101 Hey Danny, we're here to help address this! I've responded to your DM. ^JE",payment,other,explicit_human_request,1,3,,,,,
1118589,383921,1118591,@AmazonHelp Alright so got another mail - telling me nothing can be done. I have reorder! What will I benefit from your investigation?!,"Customer: @AmazonHelp I have replied to both Krishna and Mahiti! Order ID and such details are already present with you.
AmazonHelp: @383921 Since you've dropped in your details, our team will reach out with an update. Kindly allow us sometime while we work on it. ^EM
Customer: @AmazonHelp Alright so got another mail - telling me nothing can be done. I have reorder! What will I benefit from your investigation?!",@383921 over the email is the best we can offer. Thank you for understanding. (2/2) ^SI,cancellation,acknowledgement,,3,3,,,,,
2133380,627712,2133382,"@AmazonHelp Nope, pre-ordered 6 weeks ago, and nothing. Chatted to help, and it's out of stock apparently. Pre-ordering from Amazon seems useless.","Customer: @115821 What's the point in ordering games for release-day delivery nearly 2 months in advance when you can't honour that preorder? Useless
AmazonHelp: @627712 Hi, sorry to hear that. Have you received any emails in relation to the pre order? ^JJ
Customer: @AmazonHelp Nope, pre-ordered 6 weeks ago, and nothing. Chatted to help, and it's out of stock apparently. Pre-ordering from Amazon seems useless.","@627712 Is the order still pending now, or has it been canceled? ^NV",order,other,explicit_human_request|high_frustration,3,1,,,,,
2953642,813621,2953644,@AmazonHelp Give me a break. Now it says my call with you has ended when I never got any call. What is this? Your customer service is terrible. What is the number that I can call? Your site makes no sense.,"Customer: @115821 coins a new term ""undeliverable"" #undeliverablebyamazon
AmazonHelp: @813621 I'm so sorry to hear your order was not delivered, Jane! Please contact us by phone so we may discuss this with the carrier. https://t.co/hApLpMlfHN ^RO
Customer: @AmazonHelp Give me a break. Now it says my call with you has ended when I never got any call. What is this? Your customer service is terrible. What is the number that I can call? Your site makes no sense.",@813621 I can certainly understand any frustration. You can contact us by phone directly at 1-866-216-1072. ^LI,delivery,phone_chat,explicit_human_request|missing_delivery|high_frustration,3,3,,,,,
2897515,802819,2897514,"Hello @115817 , #1ZW__credit_card__, pas de point de livraison proche de chez moi dispo, et faire livrer samedi est impossible. Vous avez une autre solution ? C'est un format enveloppe de chez @120533 ça se glisse facilement dans la boîte aux lettres :)","Customer: Hello @115817 , #1ZW__credit_card__, pas de point de livraison proche de chez moi dispo, et faire livrer samedi est impossible. Vous avez une autre solution ? C'est un format enveloppe de chez @120533 ça se glisse facilement dans la boîte aux lettres :)","@802819 Bonsoir Julien, je suis sincèrement désolée d'apprendre cela. Avez-vous signalé cet incident à notre service client s'il vous plaît ? ^SB",payment,other,,1,1,,,,,
984227,353238,984225,"@AmazonHelp 7 days a week , what a joke","Customer: @AmazonHelp 7 days a week , what a joke",@353238 We have responded to you here: https://t.co/GAe0Wx6PfT. Kindly check. ^MP,information,other,,1,0,,,,,
949633,221869,949632,Oh nice @115821 refuses to deliver to my new adress. Even though it is in the same building as my lat one. Thanks.,Customer: Oh nice @115821 refuses to deliver to my new adress. Even though it is in the same building as my lat one. Thanks.,@221869 We're sorry for the trouble this has caused. Have you contacted us to confirm your address info: https://t.co/hApLpMlfHN? ^WM,information,other,,1,2,,,,,
379919,206128,379920,@115850 https://t.co/Tkd3DriYgR,"Customer: Horrible experience @115850. Renewed #prime,but don't have access to video.The customer care didn't help even after numerous follow-ups.
Customer: @115850 https://t.co/Tkd3DriYgR",@206128 I'm sorry for the unpleasant experience. We'd like to look into it closely. Kindly fill in your details (1/2)^AP,product,investigation,failed_support,2,2,,,,,
1912673,569727,1912672,@115821 I've been charged for Prime and I have not ordered it. How do I go about getting my money back?,Customer: @115821 I've been charged for Prime and I have not ordered it. How do I go about getting my money back?,"@569727 Which Amazon marketplace is your account with? For example, .de, .co.uk, .com, etc... ^NC",payment,other,,1,0,,,,,
176474,156918,176473,@115830 hi. When I enter my email address and password I am seeing 'we cannot find an account with that email address'. Any ideas why this might be? They are stored in the browser so is definitely the correct credentials.,Customer: @115830 hi. When I enter my email address and password I am seeing 'we cannot find an account with that email address'. Any ideas why this might be? They are stored in the browser so is definitely the correct credentials.,@156918 I'm sorry for this inconvenience. Please contact us at : https://t.co/zYVX1Qi29G so we can look into this further with. ^CC,account,investigation,,1,3,,,,,
437946,219037,437948,@AmazonHelp The issue has been resolved. Thanks.,"Customer: . @AmazonHelp @115850 First you guys send SMS updates with the delivery guys' contact number and then these people deliberately keep their cellphones off. Today is the 2nd day of this Tamasha. Been waiting for my @132994 5T since yesterday. I hope you don't cancel my order.
AmazonHelp: @219037 That's strange. We understand you are yet to receive your order. Let us work on this right away and help you with the delivery. Please reach us via https://t.co/CNHA4voaWH and we'll check this out for you. ^VM
Customer: @AmazonHelp The issue has been resolved. Thanks.","@219037 You are most welcome, Tarun!",cancellation,other,explicit_human_request,3,2,,,,,
440349,219484,440350,@AmazonHelp @115850 order id406-0563294-5470704 was supposed to be picked up on 23rd against my return which is yet to be done.pathetic https://t.co/SdiwMaEMv7,Customer: @AmazonHelp @115850 order id406-0563294-5470704 was supposed to be picked up on 23rd against my return which is yet to be done.pathetic https://t.co/SdiwMaEMv7,@219484 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. (2/2)^SQ,refund,privacy_restriction,,1,0,,,,,
2973830,820165,2973829,Paid $25 extra dollars for one day shipping from @115821 for my wife's birthday present and it doesn't even arrive in the given time frame. Thanks guys.,Customer: Paid $25 extra dollars for one day shipping from @115821 for my wife's birthday present and it doesn't even arrive in the given time frame. Thanks guys.,"@820165 Hello Andrew. I'm very sorry to hear you haven't received your order as promised! This certainly isn't what we strive for and we want to help the best we can. Just to confirm, who's the carrier listed for your order here: https://t.co/Y5jpI9gRhE? ^HC",shipping,other,,1,3,,,,,
431225,217529,431228,@AmazonHelp yes 11thoct but i got msg from ur side for delivery yesterday even same msg today. ORDER # 404-2829361-1370745,"Customer: @115850 ur service is very poor, ur delivery agent was not able deliver my order into bhopal in 2 days. i m going cancel my order
AmazonHelp: @217529 We're sorry about any miss on your order, Akshat. Could you help us with the estimated delivery date here? ^HK
Customer: @AmazonHelp yes 11thoct but i got msg from ur side for delivery yesterday even same msg today. ORDER # 404-2829361-1370745",@217529 I get your disappointment. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we will assist you. 1/2 ^NK,cancellation,other,explicit_human_request,3,3,,,,,
2883345,799915,2883347,"@AmazonHelp ""I can send back the items and then reorder the ULTRA model + cookbook at the advertised price of $101.47 CAD?"" Agent: ""Yes. You can place the order and contact us with the order number so that we will adjust the price difference as promised.""","Customer: So @116090 advertised a product at a certain price. I ordered it. I checked with two CSR to make sure it was real. Wrong product arrives. Now they won't honour the price. Is it worth fighting, or do I just take the $20 they're offering to make me go away? https://t.co/AXTq78N3La
AmazonHelp: @799915 Sorry to hear you've had a negative experience, Skye, Can I ask what you were advised when you contacted us about this?^TI
Customer: @AmazonHelp ""I can send back the items and then reorder the ULTRA model + cookbook at the advertised price of $101.47 CAD?"" Agent: ""Yes. You can place the order and contact us with the order number so that we will adjust the price difference as promised.""","@799915 We would like to take a closer look into this for you, please click on the following link twitter- https://t.co/R55eEQwSEs and my team will be in touch as soon as they can.^SM",order,investigation,explicit_human_request,3,3,,,,,
277143,182219,277144,"@115850 You have slashed price of iphone SE so fast, I feel like I paid very much than expected. Not worth it","Customer: @115850 You have slashed price of iphone SE so fast, I feel like I paid very much than expected. Not worth it","@182219 We constantly receive new data from our suppliers, prices regularly change.^PJ (2/2)",complaint,other,explicit_human_request,1,2,,,,,
2710334,197787,2710333,"@AmazonHelp No, came here first.","Customer: @AmazonHelp Trying to install an app (from a non-Amazon source), but ""install"" is greyed out. I've enabled external sources; what do I do?
AmazonHelp: @197787 I'm sorry for the trouble with your device. Have you phoned or chatted with us to troubleshoot the issue yet: https://t.co/JzP7hlA23B ^AN
Customer: @AmazonHelp No, came here first.",@197787 We're unable to access your account and device information via Twitter for your information's security. We can be reached at any time to try some troubleshooting with you using the link ^AN gave. ^DW,product,self_service,explicit_human_request,3,4,,,,,
327046,193940,327049,@AmazonHelp I have called amazon thrice in the last 12 hours and there has been no resolution . This is ridiculous .,"Customer: @115850 i have tried to call you 10 times . My order hasnt reached me but it says delivered. ? cn u pls call me
AmazonHelp: @193940 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
Customer: @AmazonHelp I have called amazon thrice in the last 12 hours and there has been no resolution . This is ridiculous .","@193940 I'm sorry for the inconvenience in delivering this order, write to us 1/2 ^MJ",complaint,other,explicit_human_request|missing_delivery|high_frustration,3,3,,,,,
2943123,222181,2943120,@AmazonHelp No I've had nothing as yet.,"Customer: @AmazonHelp hi I spoke to someone last night on the phone about an order which should have reached a locker on Monday but didn't. She said it would arrive today but I've had no notification and my status on the order hasn't changed.
AmazonHelp: @222181 Sorry to hear your order has not arrived. Have you received an email with info regarding the delay?^ES
Customer: @AmazonHelp No I've had nothing as yet.",@222181 Oh no! What does the current tracking on the order state? You can find that information here: https://t.co/aaDyEz1VgE. Please be sure to let us know! We're here to help. ^TG,order,information,explicit_human_request,3,4,,,,,
2349512,679139,2349513,"@AmazonHelp Hi, I've still not received my product. Should I file a police complaint as you've not delivered my product but updated status to delivered??","Customer: @AmazonHelp Sorry that doesn't help. I contacted u on @123765 for it's supposed to be a more interactive and effective forum. What's your customer care email id and phone no, in case u don't want to solve my problem here?
AmazonHelp: @679139 We cannot access your account here on Twitter, hence I request you to contact us through the link provided earlier. ^MD
Customer: @AmazonHelp Hi, I've still not received my product. Should I file a police complaint as you've not delivered my product but updated status to delivered??","@679139 As informed, being on Twitter we don't have access to your account and won't be able to take any action. Therefore, request you to contact our support team using the link provided here: https://t.co/ysHchY2EPO. ^AM",delivery,other,explicit_human_request|failed_support|missing_delivery,3,3,,,,,
141948,148037,141950,@AmazonHelp Your help page says it is available.....mis sold,"Customer: @AmazonHelp Hi, thanks. Nope still not working.
AmazonHelp: @148037 We'd like to try some real-time troubleshooting over the phone. At your earliest convenience, please request a callback here: https://t.co/AQaDoISPyr ^NC
Customer: @AmazonHelp Your help page says it is available.....mis sold",@148037 Which help page are you refering to? The help page: https://t.co/dTXtB8uAfb explains about setting up your daily commute and how Alexa will provide the fastest route for you and estimated duration. ^MI,product,self_service,explicit_human_request|failed_support,3,3,,,,,
412288,213370,412287,Hey @116875 tendrás en tu prime video la 3° gen de Mr. Robot que inica esta semana?,Customer: Hey @116875 tendrás en tu prime video la 3° gen de Mr. Robot que inica esta semana?,"@213370 Hola. Por el momento, no tenemos esa información, pero cualquier novedad será anunciada directamente en nuestro sitio web. ^CR",product,other,,1,0,,,,,
1159353,177411,1159352,"@AmazonHelp this is crazy, I've been on hold so long. Your agent doesn't understand that I was double charged and both cleared in bank https://t.co/BBWSmBaR4e","Customer: @AmazonHelp this is crazy, I've been on hold so long. Your agent doesn't understand that I was double charged and both cleared in bank https://t.co/BBWSmBaR4e",@177411 I'm sorry for the long hold time! Please keep us updated on the outcome of the call. ^LA,payment,other,explicit_human_request|high_frustration,1,2,,,,,
2812145,410700,2812144,@AmazonHelp I've already put my details in on that link twice and had no reply,"Customer: @AmazonHelp Look back on your twitter or phone records or emails!! We've been through all of this then you go quiet! You sent me a broke watch then @122232 lost it after they picked it up from me, so sort it out who fault it is and get back to me
AmazonHelp: @410700 We don't have access to your account here, but you can reach us here: https://t.co/JzP7hlRCV9 ^CD
Customer: @AmazonHelp I've already put my details in on that link twice and had no reply","@410700 Using the link ^CD posted above, did you email us or speak with us by phone or chat? If you have emailed us, we should be in touch shortly ^BZ",account,phone_chat,explicit_human_request|high_frustration,3,3,,,,,
238892,147145,238890,"@AmazonHelp Yes, I have. But it keeps promising me that the issue will be resolved but it doesnt. Also, I have another concern that needs to be addressed.","Customer: @AmazonHelp Still waiting for the call back.
AmazonHelp: @147145 Could you confirm if you've received any correspondence from us, here: https://t.co/ubzNHWZvL2? ^YP
Customer: @AmazonHelp Yes, I have. But it keeps promising me that the issue will be resolved but it doesnt. Also, I have another concern that needs to be addressed.",@147145 Please revert to the email you've received from us with your new query as well. We'll get it checked. ^HD,complaint,other,explicit_human_request,3,3,,,,,
643764,272838,643763,@AmazonHelp Yes. And there were no sensible replies.,"Customer: @AmazonHelp Installment amount should be Rs. 3,167 according to the offer. https://t.co/2pprdRfYNU
AmazonHelp: @272838 I understand your concern. Could you confirm if you've reached out to our support team using the link shared earlier? ^ST
Customer: @AmazonHelp Yes. And there were no sensible replies.",@272838 Sorry to know that. Kindly share your details here: https://t.co/GIJyeY99fq and we'll get back to you soon. ^PS,complaint,other,,3,3,,,,,
49937,127184,49938,@AmazonHelp Does this help? https://t.co/maMZLnsdfv,"Customer: @AmazonHelp How do I know? I've been out since 7am so no idea how long it's been sat in full view of the street.
AmazonHelp: @127184 That information can be found on your order page. You can access that via this link: https://t.co/aaDyEz1VgE ^MW
Customer: @AmazonHelp Does this help? https://t.co/maMZLnsdfv",@127184 Thanks! We'd like to look into this with you in real time. Please contact us via phone/chat here: https://t.co/JzP7hlA23B ^AJ,information,phone_chat,,3,5,,,,,
2393453,183117,2393455,"@AmazonHelp First sent damaged item &amp; now refund is not credited. Ur customer team member assured me for refund in 2 hrs. I want to reorder the product, who will bare the difference amount if the price will increase? How could u pack product when already a label is there mentioning ""damage""","Customer: @AmazonHelp @115850 Hi, As assured over phone that I will receive refund as amazon pay balance in 2hrs but not received yet. Dissappointed. Please follow whatever you say.
AmazonHelp: @183117 Apologies for the inconvenience. We'd like to take a closer look into this. Please drop your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^BV
Customer: @AmazonHelp First sent damaged item &amp; now refund is not credited. Ur customer team member assured me for refund in 2 hrs. I want to reorder the product, who will bare the difference amount if the price will increase? How could u pack product when already a label is there mentioning ""damage""",@183117 I understand your concern. I request you to kindly fill in your details in the link provided earlier for further assistance. ^PJ,refund,other,explicit_human_request|missing_delivery,3,3,,,,,
2773027,775057,2773028,@AmazonHelp Please admit your mobile app customer service is down. It is pretty useless. I am not planning to mail the details . I don't have access to web but jus the app. Is it not possible to do anything with your app in mobile?,"Customer: @AmazonHelp Which means your mobile call back support is not working as expected is it ? Ok here is my query , I have renewed my prime mem on 13 and I have not received the Amazon pay balance as mentioned in the renewal conditions.
AmazonHelp: @775057 I understand your concern regarding the Amazon pay balance. However, this being a social media platform we can't access your account/order details. Request you to get in touch with our support team for further assistance. ^KH
Customer: @AmazonHelp Please admit your mobile app customer service is down. It is pretty useless. I am not planning to mail the details . I don't have access to web but jus the app. Is it not possible to do anything with your app in mobile?",@775057 Apologies for the miscommunication. Upon checking the application its working fine. You may try selecting any option to get in touch with our customer service for telephonic conversation. ^MN,complaint,phone_chat,explicit_human_request|missing_delivery|high_frustration,3,3,,,,,
2694945,757357,2694944,"Konversation mit Amazon Echo: Ich: ""Alexa, spiele Warriors von Imagine Dragons."" Echo: ""Ave Maria von Michael Bublé, christmas deluxe special edition."" Ich: ""Alexa, spiele Warriors von Imagine Dragons."" Echo:""Hier ist eine Hörprobe von 'Bibi &amp; Tina: Mädchen gegen Jungs'"" 🤔","Customer: Konversation mit Amazon Echo: Ich: ""Alexa, spiele Warriors von Imagine Dragons."" Echo: ""Ave Maria von Michael Bublé, christmas deluxe special edition."" Ich: ""Alexa, spiele Warriors von Imagine Dragons."" Echo:""Hier ist eine Hörprobe von 'Bibi &amp; Tina: Mädchen gegen Jungs'"" 🤔",@757357 Ärgerlich! Bitte unbedingt über die App entsprechendes Feedback geben 👍 Gruß ^MI,product,information,,1,1,,,,,
2720050,763267,2720046,Disgusted by @115830 they froze my account due to suspicious activity - it was me buying gift vouchers. No apologies - no luck ne’er using them,Customer: Disgusted by @115830 they froze my account due to suspicious activity - it was me buying gift vouchers. No apologies - no luck ne’er using them,@763267 Oh no! Has this been sorted out for you now? Do you have access to your account? ^TS,account,other,,1,2,,,,,
1262603,412296,1262598,"@AmazonHelp @115821 Phone broke, need one tomorrow ASAP? Sorry not even option to have it shipped next day delivery anymore","Customer: @AmazonHelp @115821 Phone broke, need one tomorrow ASAP? Sorry not even option to have it shipped next day delivery anymore","@412296 Hey, unfortunately it may not be available, do you have a link to the phone? ^AS",shipping,other,explicit_human_request,1,2,,,,,
2460220,704501,2460222,@AmazonHelp It was supposed to be delivered yesterday and I called today and customer service said it was supposed to go out for delivery today but wasn't picked up for delivery.,"Customer: @AmazonHelp Why is it so hard for your carriers to press the corresponding buzzer to an apartment to get into the building to deliver a package? It's not rocket science. Instead they would rather say it's undeliverable for the 2nd time #lazy #terriblebusiness
AmazonHelp: @704501 I'm really sorry to hear your order wasn't delivered on the expected day! If not received tomorrow, please reach us directly via phone or chat so we can look into available options for you: https://t.co/EKXRLsnxJu ^BV
Customer: @AmazonHelp It was supposed to be delivered yesterday and I called today and customer service said it was supposed to go out for delivery today but wasn't picked up for delivery.",@704501 Which carrier was assigned to deliver the package? You can review this information here: https://t.co/EKXRLsnxJu ^JS,delivery,information,explicit_human_request|missing_delivery|high_frustration,3,3,,,,,
2349533,679139,2349535,"@AmazonHelp Sorry that doesn't help. I contacted u on @123765 for it's supposed to be a more interactive and effective forum. What's your customer care email id and phone no, in case u don't want to solve my problem here?","Customer: @115850 Product not delivered to me but on your app / site, it says product delivered. Please resolve asap. I am a prime customer.
AmazonHelp: @679139 I'm sorry for the incorrect tracking update. Kindly report this to our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^RI
Customer: @AmazonHelp Sorry that doesn't help. I contacted u on @123765 for it's supposed to be a more interactive and effective forum. What's your customer care email id and phone no, in case u don't want to solve my problem here?","@679139 I’m extremely sorry about this experience, Navnit. I'd like to closely look into this. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK",delivery,investigation,explicit_human_request|failed_support|missing_delivery,3,3,,,,,
2199109,643208,2199108,@115850 i had to cancel my order due to late delivery of Order# 407-5069560-4812362. For past 3 orders facing same late delivery issue.,Customer: @115850 i had to cancel my order due to late delivery of Order# 407-5069560-4812362. For past 3 orders facing same late delivery issue.,@643208 appropriate team internally. Please don't provide your order details. Our Twitter page is public. 2/2​ ^NK,cancellation,privacy_restriction,,1,2,,,,,
566578,252840,566579,@AmazonHelp Fulfilled via Amazon Prime. No further seller information available. Shipping via CEVA (at least part of way: the only other entity information shown).,"Customer: @AmazonHelp Already tried by phone (three times by today, including supposedly second level supervisor who provided settlement numbers to potentially assist with uncertain cancellation). Definitely didn’t want to look into it further despite everything comporting with what I’ve provided here
AmazonHelp: @252840 I understand your frustration! To clarify, is this order coming from Amazon or from a third-party seller: https://t.co/PCtircFm5C? ^SJ
Customer: @AmazonHelp Fulfilled via Amazon Prime. No further seller information available. Shipping via CEVA (at least part of way: the only other entity information shown).","@252840 In that case, our Social Media team would like to help look into this directly for you. When you have a moment, please send us any additional details at the following link and we'll investigate: https://t.co/ScqnmOQlw2 ^AM",shipping,investigation,explicit_human_request|failed_support,3,3,,,,,
179450,158269,179449,@AmazonHelp Yes,"Customer: @115830 Seriously, STOP using Hermes 2 deliver ""Prime"" orders. Going to be a full week after ordering that I receive my next day delivery.
AmazonHelp: @158269 I'm sorry for any trouble! Has the original delivery, as displayed at checkout, been missed: https://t.co/e6kfa1kLny ^ST
Customer: @AmazonHelp Yes",@158269 Do you mind telling us what the latest tracking update is? Have we been able to provide a new delivery date? ^NM,delivery,other,,3,5,,,,,
1044306,366927,1044309,"@AmazonHelp Tried both chrome and internet explorer, have also tried it on my computer and phone. Its still not working.","Customer: @AmazonHelp trying to use Vendor Central,it either comes up with a page saying 'website currently unavailable' or takes me back to dashboard
AmazonHelp: @366927 Sorry to hear that Emily, please try using a different browser or device to access this? ^RS
Customer: @AmazonHelp Tried both chrome and internet explorer, have also tried it on my computer and phone. Its still not working.",@366927 What vendor central site were you using? For example .com? .co.uk? etc. ^PK,product,other,explicit_human_request|failed_support,3,3,,,,,
385878,207357,385880,@AmazonHelp This order has been automatically cancelled but i received and paid for the product which was duplicate and no refund received,"Customer: @115821 @AmazonHelp @115850 ORDER # 402-5123088-1378755 . chat service executives are liar #donttrustamazon
AmazonHelp: @207357 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to the public. ^NS
Customer: @AmazonHelp This order has been automatically cancelled but i received and paid for the product which was duplicate and no refund received","@207357 Sorry for the hassle. The refunds are credited in 3-5 business days, once the order is canceled. ^HN",order,refund_replacement,explicit_human_request,3,3,,,,,
1044310,366927,1044312,"@AmazonHelp https://t.co/D45kFrjnfj my colleagues are having the same issues, i've been trying to process orders for two hours now.","Customer: @AmazonHelp Tried both chrome and internet explorer, have also tried it on my computer and phone. Its still not working.
AmazonHelp: @366927 What vendor central site were you using? For example .com? .co.uk? etc. ^PK
Customer: @AmazonHelp https://t.co/D45kFrjnfj my colleagues are having the same issues, i've been trying to process orders for two hours now.",@366927 Please request a call back here instead so we can escalate this for you https://t.co/zH8UlhTGcc ^KM,product,callback,explicit_human_request|failed_support,3,3,,,,,
1033167,147601,1033168,"@AmazonHelp Well, I was not being sarcastic. I was testing how e-tailers safeguard against online international frauds.","Customer: @AmazonHelp #CustomerService #satisfied https://t.co/NkAkQWqHm3
AmazonHelp: @147601 Sorry for the trouble with payment of your order. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD
Customer: @AmazonHelp Well, I was not being sarcastic. I was testing how e-tailers safeguard against online international frauds.","@147601 We're glad that you're satisfied with our payment process. Rest assured, all the transactions are safe with us. ^SQ",payment,acknowledgement,,3,1,,,,,
