golden_id,customer_tweet_id,brand_tweet_id,customer_author_id,current_customer_message,historical_brand_response,conversation_context,context_turn_count,gold_intent,gold_action,gold_handling,gold_reason,gold_evidence_sufficient,sampling_reason,candidate_intent,candidate_action,ambiguity_score,escalation_flags
AMZ-0052,2611561,2611563,413885,"@AmazonHelp yes, they want me to keep the can &amp; get refund, but wont send the ADVERTISED ITEM! I asked for advertised item &amp; now I have to pay to return wrong item. Phone number for seller does not work either!","@413885 I'm so sorry! That's definitely not the kind of experience we'd like you to have! Have you had the chance to leave a review on the seller's page? For more info on seller feedback, visit us here: https://t.co/ThBBfFF9sB ^TK","Customer: @115830 2 weeks ago order a battery tester, it arrived not working, I proved that. Another seller sold me silverline jerry can &amp; got cheap chinese MANMAX jerry can, phone number not answering when called. amazon please clampdown on rogue sellers! I am considering leaving amazon
AmazonHelp: @413885 Sorry to hear this Kev. Did you contact these sellers about these items? For more info on contacting sellers, please click the following link:https://t.co/cd8rldfk7b ^BZ
Customer: @AmazonHelp yes, they want me to keep the can &amp; get refund, but wont send the ADVERTISED ITEM! I asked for advertised item &amp; now I have to pay to return wrong item. Phone number for seller does not work either!",3,,,,,,ambiguous;context_heavy,return_refund_replacement,phone_chat,2,
AMZ-0053,2524390,2524388,528218,"I've been an @115821 customer for 15 years and Prime member for at least a decade. But as they've gotten bigger, I have noticed less quality control with multiple damaged packages this year. I don't care if I get two day shipping if its contents are useless. #nothappy","@528218 I'm sorry we've let you down! That's never our intention. We're here to help. Without revealing account information, is there a shipment with which we can assist you today? ^SE","Customer: I've been an @115821 customer for 15 years and Prime member for at least a decade. But as they've gotten bigger, I have noticed less quality control with multiple damaged packages this year. I don't care if I get two day shipping if its contents are useless. #nothappy",1,,,,,,ambiguous,return_refund_replacement,unknown,4,
AMZ-0054,2709915,2709914,760946,"@115821 customer service has gone drastically downhill. Reps straight up lying, having to call multiple times about my returns &amp; refunds. Called 4 times for a week to get yall to verify a police report I was forced to make over a $50 order. Weakkkkkk","@760946 Eden, this is not what we like to hear. I'm sorry that you had to call so many times to get your issue resolved. Is it resolved now? ^SY","Customer: @115821 customer service has gone drastically downhill. Reps straight up lying, having to call multiple times about my returns &amp; refunds. Called 4 times for a week to get yall to verify a police report I was forced to make over a $50 order. Weakkkkkk",1,,,,,,ambiguous,return_refund_replacement,phone_chat,2,
AMZ-0055,2928377,2928375,810140,@AmazonHelp Refund is not done against the order id- 4__credit_card__.Also attached the photo copy of my order https://t.co/wQ0jT7fbYw,@810140 I understand your concern regarding the refund. Please reach out to us here: https://t.co/vlvfJr4nN9 and we will look into it. Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. ^AH,Customer: @AmazonHelp Refund is not done against the order id- 4__credit_card__.Also attached the photo copy of my order https://t.co/wQ0jT7fbYw,1,,,,,,ambiguous,return_refund_replacement,refund_replacement,2,
AMZ-0056,453169,453167,222523,@AmazonHelp I am trying to exchange an item for the right size - this return window was extended for up to a year for me. Upon trying to exchange I am told you can only replace it with the same size!? Also told the opposite of your websites price inflation policy when exchanging sizes,"@222523 Was this item fulfilled by Amazon, or directly by a third-party seller? ^WT","Customer: @AmazonHelp I am sitting here ASTOUNDED at the level of online chat customer service I just received. 'Nijoy' was not familiar with your policies, was very rude and didn't seem to have the knowledge to help. When I cut and pasted the policy from the amazon site, Nijoy left chat! https://t.co/1EheIGKnqA
AmazonHelp: @222523 Thank you for bringing this to our attention! This is definitely not the experience we want for our customers! Without providing account info, will you let us know a little more about what's going on? ^NN
Customer: @AmazonHelp I am trying to exchange an item for the right size - this return window was extended for up to a year for me. Upon trying to exchange I am told you can only replace it with the same size!? Also told the opposite of your websites price inflation policy when exchanging sizes",3,,,,,,ambiguous;context_heavy,return_refund_replacement,phone_chat,2,
AMZ-0057,465719,465718,225810,@AmazonHelp I don’t want anything except a refund on my Prime membership.,@225810 You can cancel your Prime membership here: https://t.co/eilGEW3Pdn You will receive a pro-rated refund for any unused Prime services. ^BA,"Customer: @AmazonHelp It only arrived to Richmond, BC this afternoon and left for Calgary a couple hours later. So, no, it won’t be arriving by the guaranteed date of today. https://t.co/jzL4ZYSS53
AmazonHelp: @225810 I'm sorry for the delay with your order. Please reach us here: https://t.co/Q7Ftz6nj80 for available options if your order doesn't arrive tomorrow. ^EZ
Customer: @AmazonHelp I don’t want anything except a refund on my Prime membership.",3,,,,,,context_heavy,return_refund_replacement,refund_replacement,0,
AMZ-0058,2829549,2829547,787949,@115850 u sold me defective phone. Need to rush to service centre just in 2 weeks. @AmazonHelp @115850 cheats with their customers. Order Number : 406-9173437-3255502. Seeking help.,"@787949 Apologies that you've received a defective product. Please fill in your details here: https://t.co/GIJyeYqKE0 and we'll assist you accordingly. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PJ",Customer: @115850 u sold me defective phone. Need to rush to service centre just in 2 weeks. @AmazonHelp @115850 cheats with their customers. Order Number : 406-9173437-3255502. Seeking help.,1,,,,,,balanced_intent,return_refund_replacement,phone_chat,0,
AMZ-0059,529954,529955,242726,"@AmazonHelp I was asked if I wanted a refund or replacement, I chose replacement but received an email saying you can’t replace.",@242726 Did they advise why it couldn't be replaced? ^KI,"Customer: @AmazonHelp Sold by you
AmazonHelp: @242726 Thanks. Can I ask what refund or replacement options are available here: https://t.co/8UU1sywCso can I as ^TI
Customer: @AmazonHelp I was asked if I wanted a refund or replacement, I chose replacement but received an email saying you can’t replace.",3,,,,,,context_heavy,return_refund_replacement,refund_replacement,0,
AMZ-0060,27875,27873,122101,@AmazonHelp I am requesting to return this product since last 15 days but no response at all. WORST return policy I have ever seen.....,@122101 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,"Customer: @AmazonHelp I purchased redmi4 few function of phone not working and camera quality not good. Hence don't want to replace this with same product.
AmazonHelp: @122101 here: https://t.co/2t6DQoUmNZ, we'll help look into it. 2/2 ^AP
Customer: @AmazonHelp I am requesting to return this product since last 15 days but no response at all. WORST return policy I have ever seen.....",3,,,,,,ambiguous;escalation;context_heavy,return_refund_replacement,refund_replacement,2,high_frustration
AMZ-0061,179506,179504,158284,@AmazonHelp Why Amazon pay balance? The offer was of refunding the money on account. Send it to my account please @115850,@158284 You will receive the cash back as per the offer. Your patience and understanding would be appreciated in this regard. ^SB,"Customer: @AmazonHelp @AmazonHelp @115850 Don't write something that is not relevant.on the mail it's mentioned that please wait we have escalated the issue.
AmazonHelp: @158284 I understand your concern. Please wait we are working on it as soon as we get an update we will communicate.^SB
Customer: @AmazonHelp Why Amazon pay balance? The offer was of refunding the money on account. Send it to my account please @115850",3,,,,,,ambiguous;context_heavy,return_refund_replacement,refund_replacement,4,
AMZ-0062,1380874,1380873,441424,@AmazonHelp @115850 look at amazon prime packaging. Cfl bulb is broken. Wasted time as well as money. Now waiting for pickup and refund. https://t.co/LZ0ygb2Vn1,@441424 which helps us improve customer experience. 2/2 ^RS,Customer: @AmazonHelp @115850 look at amazon prime packaging. Cfl bulb is broken. Wasted time as well as money. Now waiting for pickup and refund. https://t.co/LZ0ygb2Vn1,1,,,,,,balanced_intent,return_refund_replacement,refund_replacement,0,
AMZ-0063,671720,671719,123157,"@AmazonHelp I talked to them, they saying Amazon has not received payment, my IOB has deducted money, I have shared my internet banking deduction screenshot in 1st tweet. Then where the money 550/- goes ?? Where it is??","@123157 This generally happens when bank approves the payment after the payment gateway is closed. In these cases, the bank will automatically reverse the charge. ^SH","Customer: @AmazonHelp Hi Team, I revised payment of 550/- from my IOB (Indian Overseas Bank) last night. 550/- deducted from my IOB, still not showing in my Amazon pay balance!! Plz check the attached screenshot. There are 2 items in my cart need to buy thru Amazon pay. https://t.co/EgUQBt6BeT
AmazonHelp: @123157 I understand your concern regarding the Amazon pay balance. Please reach out to us here: https://t.co/vlvfJr4nN9 and we will check this out for you. ^AH
Customer: @AmazonHelp I talked to them, they saying Amazon has not received payment, my IOB has deducted money, I have shared my internet banking deduction screenshot in 1st tweet. Then where the money 550/- goes ?? Where it is??",3,,,,,,ambiguous;escalation;context_heavy,payment_billing,unknown,4,missing_delivery
AMZ-0064,2290879,2290880,665416,@AmazonHelp Have sent it.,@665416 Thanks for the update. Our team will check this out and get back to you soon. You could check your registered email address for further correspondence from our team here https://t.co/HADHFcb8wA. ^VM,"Customer: @AmazonHelp Credit card added in list does not appear on payment-options during purchase.
AmazonHelp: @665416 We'd like to understand this better. Write to us here: https://t.co/beaaDm0muc and we'll have this checked. ^MO
Customer: @AmazonHelp Have sent it.",3,,,,,,ambiguous;context_heavy,payment_billing,unknown,6,
AMZ-0065,2924438,2924437,809234,"@AmazonHelp I’m trying to figure out which updates were accurate, I’m also a little frustrated cause I could have bought it for less without Prime shipping and now I’m goi to have to wait a week to get it when I could have done that and paid less",@809234 I'm sorry there are conflicting dates! We can take a closer look at the order but we aren't able to access Amazon account information here on Twitter. When you have time we can be reached 24/7 here: https://t.co/hApLpMlfHN ^EP,"AmazonHelp: @809234 That's what we're here for! How can we help? ^TN
Customer: @AmazonHelp I’m trying to figure out which updates were accurate, I’m also a little frustrated cause I could have bought it for less without Prime shipping and now I’m goi to have to wait a week to get it when I could have done that and paid less",2,,,,,,ambiguous;escalation;context_heavy,payment_billing,unknown,4,high_frustration
AMZ-0066,2273406,2273405,624553,"@AmazonHelp I hate this company. And I do not recommend anyone to buy anything with them. I'm Brazilian, I bought 1 kindle on 10/15/17, I paid and we did not receive it.","@624553 Hi Rosa, sorry to hear that. What Amazon website did you use to place the order? ^JJ","AmazonHelp: @89208'm sorry the refund hasn't been credited. I'd like to look into this. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. Please don’t provide your account details as we consider it personal info. Our Twitter page is visible to public. ^AS
Customer: @AmazonHelp I hate this company. And I do not recommend anyone to buy anything with them. I'm Brazilian, I bought 1 kindle on 10/15/17, I paid and we did not receive it.",2,,,,,,ambiguous;escalation;context_heavy,payment_billing,investigation,4,high_frustration
AMZ-0067,2610660,2610662,153613,@AmazonHelp Please can I ask why it won’t be coming today ? As it was needed for this weekend that’s why I paid the extra as I was told it would be guaranteed to come today. I also had to cancel my plans today to accept the delivery for today. Regards,"@153613 Hi, we are unable to access order or account information over Twitter. Which one of our sites did you order from? Was it https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, or one of our other sites? ^PJ","Customer: @AmazonHelp No reason just tells me to comeback on Wednesday. Thanks
AmazonHelp: @153613 Sorry to hear of the delay. If you have not received your order by 9pm Wednesday please let us know. ^ES
Customer: @AmazonHelp Please can I ask why it won’t be coming today ? As it was needed for this weekend that’s why I paid the extra as I was told it would be guaranteed to come today. I also had to cancel my plans today to accept the delivery for today. Regards",3,,,,,,ambiguous;escalation;context_heavy,payment_billing,acknowledgement,4,missing_delivery
AMZ-0068,421537,423539,215435,@115850 @AmazonHelp My order id 4__credit_card__ dont receive 1 formal shoes ordered on 24th sep but still not received..worst service ..fed up with amazone,@215435 Please don’t provide your order details as we consider them to be personal info. Our page is visible to the public. ^NS,"Customer: @115850 @AmazonHelp brought shoes still not delivered. Expected delivery was 3.10 17. Track id 710391442845. Worst service ever.
Customer: @115850 @AmazonHelp My order id 4__credit_card__ dont receive 1 formal shoes ordered on 24th sep but still not received..worst service ..fed up with amazone",2,,,,,,ambiguous;escalation;context_heavy,payment_billing,unknown,4,missing_delivery;high_frustration
AMZ-0069,2889295,2889293,467882,"@AmazonHelp Yesterday, I paid $3.99 for that.","@467882 Thank you for confirming, Jeanne! Could you please let us know who the carrier is for this order? You can find that here: https://t.co/Y5jpI9gRhE. We want to help make this right! Please keep us posted! ^SD","Customer: @AmazonHelp Or at least I hope it's coming. The tracking status page is offering a date range saying to reach out to Amazon if I don't get it this week.
AmazonHelp: @467882 Can I ask, what was the estimated delivery date given to you on the confirmation email sent to you when this order was placed please?^GA
Customer: @AmazonHelp Yesterday, I paid $3.99 for that.",3,,,,,,ambiguous;context_heavy,payment_billing,unknown,6,
AMZ-0070,1733852,1733851,523616,@AmazonHelp @119356 still waiting for the cashback u offered on lg q6 for using sbi card for payment,"@523616 My apologies for the delay in cashback, Hemant. Please reach out to us via: https://t.co/vArWKEUFdu and we will check this. ^KS",Customer: @AmazonHelp @119356 still waiting for the cashback u offered on lg q6 for using sbi card for payment,1,,,,,,ambiguous,payment_billing,unknown,2,
AMZ-0071,743316,743315,297351,"@AmazonHelp @115850 and how you charge for shipping from a person opting for COD option.... So best thing is to order, go for COD and not accept it?",@297351 Shipping charges are applied to every order regardless of paying in advance. You may refer to link provided earlier. ^PB,"Customer: @115850 I was charged Rs. 3500 towards courier charges for an item costing Rs. 7000. Do you charge whopping 50% for courier?
AmazonHelp: @297351 check more information on shipping charges here: https://t.co/qk62ZdA5qN . We'd appreciate your understanding. 2/2 ^MA
Customer: @AmazonHelp @115850 and how you charge for shipping from a person opting for COD option.... So best thing is to order, go for COD and not accept it?",3,,,,,,ambiguous;context_heavy,payment_billing,information,2,
AMZ-0072,206739,206737,164964,"@AmazonHelp Have spoken with you about matter, assured it won't happen again. Happened again.",@164964 Oh no! Have you recently made a purchase or have you happened to stream anything from Amazon Video? ^KN,"Customer: @AmazonHelp I've been charged a prime membership fee three times since last Friday.
AmazonHelp: @164964 We'd like to take a look into these charges with you. Please reach out to us by phone here: https://t.co/hApLpMlfHN ^VS
Customer: @AmazonHelp Have spoken with you about matter, assured it won't happen again. Happened again.",3,,,,,,ambiguous;context_heavy,payment_billing,investigation,2,
AMZ-0073,2387954,2387953,688080,"@116316 As I'm not getting a reply by email: on 12-11 at 04:38am I ordered a product and paid for it using iDeal from The Netherlands. 3 minutes after I get an email that the order was cancelled. When will I get my €760,42 back? 303-7813332-4341146","@688080 Via Twitter we don't have insight into the order. Please fill in your details here, so we can have a look into the issue: https://t.co/br7bhrlJn8 Kind regards ^UK","Customer: @116316 As I'm not getting a reply by email: on 12-11 at 04:38am I ordered a product and paid for it using iDeal from The Netherlands. 3 minutes after I get an email that the order was cancelled. When will I get my €760,42 back? 303-7813332-4341146",1,,,,,,ambiguous,payment_billing,unknown,2,
AMZ-0074,763922,763920,302564,@115850 You guys seem to have started a new business model altogether. Charge your customer 150rs. for 1 day delivery and yet dont deliver,@302564 Sorry about the delayed order. May I know if you contacted our support team here: https://t.co/vlvfJr4nN9? ^BS,Customer: @115850 You guys seem to have started a new business model altogether. Charge your customer 150rs. for 1 day delivery and yet dont deliver,1,,,,,,balanced_intent,payment_billing,unknown,0,
AMZ-0075,25001,25000,121406,@AmazonHelp i have had a payment taken THREE times and no product!,"@121406 Hi Katie. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to look into this with you. ^DC",Customer: @AmazonHelp i have had a payment taken THREE times and no product!,1,,,,,,balanced_intent,payment_billing,unknown,0,
AMZ-0076,163526,163528,153824,@AmazonHelp Done. I hope there are no more lies and empty promises and you actually give me what I paid for.,"@153824 Thanks, Matt. We will be in touch as soon as possible. ^NV","Customer: @AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.
AmazonHelp: @153824 Please complete the form here: https://t.co/tkLCr7DNil and someone from our team will be in touch to look into this.^PK
Customer: @AmazonHelp Done. I hope there are no more lies and empty promises and you actually give me what I paid for.",3,,,,,,ambiguous;context_heavy,payment_billing,investigation,2,
AMZ-0077,1652930,1652928,249446,"@AmazonHelp Hi I placed an order which was supposed to be same day delivery, it then got delayed and I was told my payment card would not",@249446 Did you place the order with a third party seller or directly with Amazon? ^KM,"Customer: @AmazonHelp Hi I placed an order which was supposed to be same day delivery, it then got delayed and I was told my payment card would not",1,,,,,,ambiguous,payment_billing,unknown,4,
AMZ-0078,812360,812361,313575,@AmazonHelp Despatched. Since Wednesday. It said guaranteed next day delivery. Your staff on Thursday said it would arrive yesterday. Today we were given an extended time of Monday. Contacted staff online who said Tuesday. We need this item. We've paid for the privilege of what?,"@313575 Apologies for the delay, Michelle. Some deliveries may take slightly longer than usual due to this busy period. If you haven't received your parcel by Monday please let us know.^CN","Customer: @AmazonHelp Also if this isn't the service you expect why is it so prevalent? If you organise a large sale, make sure you're equipped to handle it, and train your customer support staff to help rather than give us different information every time we contact
AmazonHelp: @313575 I am sorry to hear this Michelle. Can I ask what is the current status of the order please? You can find this info here: https://t.co/Y5jpI9gRhE.^GA
Customer: @AmazonHelp Despatched. Since Wednesday. It said guaranteed next day delivery. Your staff on Thursday said it would arrive yesterday. Today we were given an extended time of Monday. Contacted staff online who said Tuesday. We need this item. We've paid for the privilege of what?",3,,,,,,ambiguous;context_heavy,payment_billing,information,4,
AMZ-0079,2236411,2236410,652200,why is amazon charging me monthly for amazon prime when i paid for the year??????? @115821 @amazonhelp,@652200 I'm sorry for this issue with your Prime membership. Can you please use the following link so that we may look into this further: https://t.co/hApLpMlfHN ^DO,Customer: why is amazon charging me monthly for amazon prime when i paid for the year??????? @115821 @amazonhelp,1,,,,,,balanced_intent,payment_billing,unknown,0,
AMZ-0080,2470113,2470112,706555,@115850 Fraud policy of Amazon to receive payment of items booked at extremely low price and then cancelling the order after a few days...welcome to policy of loot Amazon. showing true colors. @118702 don't you copy this policy please.,@706555 We never intend to do that. Our sincere apologies. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll take necessary actions to make things right. ^JS,Customer: @115850 Fraud policy of Amazon to receive payment of items booked at extremely low price and then cancelling the order after a few days...welcome to policy of loot Amazon. showing true colors. @118702 don't you copy this policy please.,1,,,,,,ambiguous,payment_billing,unknown,2,
AMZ-0081,2758194,2758192,771849,@AmazonHelp Trying again,@771849 Keep us posted! We want to know we were able to resolve this for you! ^EA,"Customer: Seriously Amazon? I can't access the email to verify my audible account, then when I click contact customer service, it asks me to sign in again and starts the loop over? Come on...
AmazonHelp: @771849 Sorry you are having trouble with logging into your account. Please contact us at 1 (888) 280-4331 and a representative will be able to assist you directly to gain access to your account. ^BT
Customer: @AmazonHelp Trying again",3,,,,,,ambiguous;escalation;context_heavy,account_access,phone_chat,8,explicit_human_request
AMZ-0082,277214,277215,182227,@AmazonHelp Can I please get an update on this?,"@182227 We'll be reaching out as soon as possible, we appreciate your patience. ^JE","Customer: @AmazonHelp I can't log in to that link. It says my password is incorrect. Should I try resetting the password again?
AmazonHelp: @182227 No, just choose 'skip sign in'. ^JF
Customer: @AmazonHelp Can I please get an update on this?",3,,,,,,ambiguous;escalation;context_heavy,account_access,self_service,6,account_action
AMZ-0083,2708450,2708453,760577,"@AmazonHelp Still not working, any help?","@760577 Oh no! If you have a moment, please reach us here: https://t.co/g8Mj1WbvBX so we can look into this for you. ^LH","Customer: @9131 Amazon Prime help, when I try logging into my prime drive it sends me the uk site for some reason. My prime account is for Canada how do i access my prime drive??
AmazonHelp: @760577 When you login using the yellow ""Sign in"" button on the top right of this page, does it still take you to the UK? https://t.co/4m6esESzVJ ^BE
Customer: @AmazonHelp Still not working, any help?",3,,,,,,ambiguous;escalation;context_heavy,account_access,unknown,6,failed_support
AMZ-0084,734094,734096,183033,@AmazonHelp Here it is https://t.co/ab5rchgdaP,"@183033 Kindly reply to the correspondence, we'll reach out to you. Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AP","Customer: @AmazonHelp I didn't receive any correspondence. Please email it to me.
AmazonHelp: @183033 We've sent you a communication. Please use the same account to log in and check for the same. ^RW
Customer: @AmazonHelp Here it is https://t.co/ab5rchgdaP",3,,,,,,ambiguous;escalation;context_heavy,account_access,unknown,6,missing_delivery
AMZ-0085,1868852,1868853,169834,@AmazonHelp __email__ account details,"@169834 Please don't provide your details, as we consider them to be personal information. Our page is visible to the public. ^GK","Customer: @AmazonHelp @115821 @115850 Its blocked since last month. 7353941410 call me I have issue. https://t.co/VfrZ1NXcLi
AmazonHelp: @169834 We're unable to access your account from Twitter. Please reach out to us over email and we'll look into this. ^HK
Customer: @AmazonHelp __email__ account details",3,,,,,,ambiguous;escalation;context_heavy,account_access,investigation,6,explicit_human_request
AMZ-0086,334899,334897,195811,"@AmazonHelp I have never changed my password, and it is saying it is wrong so i don’t know what is wrong.",@195811 Please reach us via phone/e-mail here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^CS,"Customer: @AmazonHelp I’m trying to reset my password. They sent a verification email but it doesn’t show up in my emails.
AmazonHelp: @195811 Oh no! I hate to hear about the troubles logging in! Did you look in your Spam or Junk folders for our email? ^FR
Customer: @AmazonHelp I have never changed my password, and it is saying it is wrong so i don’t know what is wrong.",3,,,,,,ambiguous;escalation;context_heavy,account_access,self_service,4,account_action;high_frustration
AMZ-0087,354023,354021,200165,@115850 on a single #android tab can't I log into #PrimeVideo and #Kindle with two different IDs?,@200165 You'll be able to use 2 different account for both the apps. ^SG,Customer: @115850 on a single #android tab can't I log into #PrimeVideo and #Kindle with two different IDs?,1,,,,,,balanced_intent,account_access,unknown,0,
AMZ-0088,788647,788646,308063,@115851 i lost my a-z downloaded videos coz amazon india dint inform me about my prime account expiry in advance..not expected frm amazon,@308063 I'll also be sure to forward your feedback internally for further improvements. 2/2 ^PS,Customer: @115851 i lost my a-z downloaded videos coz amazon india dint inform me about my prime account expiry in advance..not expected frm amazon,1,,,,,,balanced_intent,account_access,unknown,0,
AMZ-0089,2838505,2838504,789968,"Go to order Christmas presents, can't long in, check email, lose your account to the fucking Russians https://t.co/EJwX2yrskk Fuck is this shit? @115830","@789968 I'm very sorry that you are unable to access your account, Calum. Please reach out to us via phone or chat through this link so that we can help you resolve the issue: https://t.co/zYVX1Qi29G ^SP","Customer: Go to order Christmas presents, can't long in, check email, lose your account to the fucking Russians https://t.co/EJwX2yrskk Fuck is this shit? @115830",1,,,,,,ambiguous,account_access,unknown,2,
AMZ-0090,2387895,2387894,688072,@115830 @AmazonHelp Why have you signed me up for Kindle Unlimited and taken money from my account?! 😡😞,"@688072 Hi Leigh, do you have a Kindle registered to your account? You can also get the membership canceled here: https://t.co/xYOZtasJjv ^PJ",Customer: @115830 @AmazonHelp Why have you signed me up for Kindle Unlimited and taken money from my account?! 😡😞,1,,,,,,ambiguous,account_access,unknown,2,
AMZ-0091,2396309,2443899,689759,@115850 @115821 @AmazonHelp @115850 @115821 #fraud #Thief is this is normal behaviour of yours with Prime Account holder.,@689759 I see that you are upset with us and I'm sorry about it. Kindly reply to the email sent by our account specialist team with your insight and we'll get back to you shortly. ^MP,"Customer: @115850 @115821 #Theif #stealer #Robber Without any notice, how you guys can close customer account without notice and confirmation. #amazonprime #fraud #CustomerCareAmazon #ridiculous
Customer: @115850 @115821 @AmazonHelp @115850 @115821 #fraud #Thief is this is normal behaviour of yours with Prime Account holder.",2,,,,,,ambiguous;context_heavy,account_access,unknown,2,
AMZ-0092,1471742,1471740,461623,"@115830 My Amazon account has been hacked. The email address and password have been changed, so I can't login to contact customer services...advise please?",@461623 Ohh no! I would like one of our team members to look into this for you. Please fill this out: https://t.co/tkLCr7DNil ^BA,"Customer: @115830 My Amazon account has been hacked. The email address and password have been changed, so I can't login to contact customer services...advise please?",1,,,,,,escalation,account_access,phone_chat,0,account_action
AMZ-0093,910362,910361,220947,I don't remember signing up for Amazon Prime.... @AmazonHelp 🤔,@220947 Sorry for the unexpected charge! You can cancel here: https://t.co/A6f5nzpzdt if you don't want the membership. ^EZ,Customer: I don't remember signing up for Amazon Prime.... @AmazonHelp 🤔,1,,,,,,balanced_intent,account_access,unknown,0,
AMZ-0094,2930639,2930642,810672,@AmazonHelp AmazonDrive seems to be linked to the .it domain but I use the very same Amazon account on the .co.uk one as well.,@810672 Please get in touch with us here:https://t.co/JzP7hlA23B We'll be glad to help!^CN,"Customer: Thanks for the disappointing customers and tricking them with unlimited plans before switching to a more expansive and limited ones @115821 😠 https://t.co/trHObdEGZG
AmazonHelp: @810672 I'm sorry to hear about the disappointment. Can I ask which site you currently have your Drive registered with? Amazon .com / .co.uk / .de? ^MI
Customer: @AmazonHelp AmazonDrive seems to be linked to the .it domain but I use the very same Amazon account on the .co.uk one as well.",3,,,,,,ambiguous;context_heavy,account_access,acknowledgement,2,
AMZ-0095,1953299,2516982,716987,"@153820 @115821 u guys scamming me . putting my account in hold also saying for ur safety but to scam me , and don't give me any support just telling me to send u guys my last gift card receipt with fax and I send it 10times for u guys still my account in hold , such obvious scamming shame on u","@716987 I'm sorry to hear your account was put on hold! Without providing account details, can you tell us a bit more about the situation? Did you receive any e-mails from us regarding the status of your account? ^JS","Customer: This is the last chance to enter to win our #sweepstakes, fellow klutzes! Share your klutzy moment for a chance to win a $250 https://t.co/KKklqU9cDA Gift Card. NO PURCHASE NECESSARY. Sweepstakes ends 11/21/2017. See Official Rules: https://t.co/vscIMcKcR6 #kitchenklutz https://t.co/AuJcyWDCgA
Customer: @153820 @115821 u guys scamming me . putting my account in hold also saying for ur safety but to scam me , and don't give me any support just telling me to send u guys my last gift card receipt with fax and I send it 10times for u guys still my account in hold , such obvious scamming shame on u",2,,,,,,ambiguous;context_heavy,account_access,unknown,2,
AMZ-0096,330162,330164,194604,@AmazonHelp Here a screen shot https://t.co/e84eahl1Ft,"@194604 What device are you currently using? For more info about profile restrictions, please review this: https://t.co/Iwo3N2kbRQ ^WM","Customer: @AmazonHelp parents added me with a teen account, I created new profile on my phone with my number, now I can't log in to amazon website
AmazonHelp: @194604 Oh no! I'm sorry about the troubles logging in with us! Can you tell me what errors you are receiving when logging in? ^FR
Customer: @AmazonHelp Here a screen shot https://t.co/e84eahl1Ft",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,phone_chat,8,account_action
AMZ-0097,1199457,1199459,401817,@AmazonHelp I got this screenshot 🤔 https://t.co/sGrGfQZVra,@401817 Orders ship anytime between the order date and delivery date. Please let us know if it doesn't arrive by 8pm tomorrow. ^GM,"Customer: When you've been waiting for months for your @8078 green screen 2 ship from @115821 and you begin to lose hope @76721 https://t.co/JSkOIOMbON
AmazonHelp: @401817 Oh no, that's a long wait! Did we provide you an estimated delivery date in your order confirmation email? ^TN
Customer: @AmazonHelp I got this screenshot 🤔 https://t.co/sGrGfQZVra",3,,,,,,ambiguous;context_heavy,product_device_issue,unknown,8,
AMZ-0098,435114,435113,218357,@AmazonHelp It's still not working,@218357 Please reach out to us directly for some real time troubleshooting here: https://t.co/hApLpMlfHN. ^CE,"Customer: @AmazonHelp I'm trying to download apps on a fireTV and it says I have an invalid billing address even tho I changed it to the right one.
AmazonHelp: @218357 Let's ensure the proper 1-click address is reflecting correctly here, Jack: https://t.co/wq9YJB2Vga ^CS
Customer: @AmazonHelp It's still not working",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,unknown,6,failed_support
AMZ-0099,324438,324440,193284,@AmazonHelp Still no luck. https://t.co/aGHOTTtI4I,@193284 Could you please try uninstalling and reinstalling the app? This usually works in fixing errors. ^ZH,"Customer: @118919 orders not going through since last night, on app as well as on desktop. Internal error message being displayed
AmazonHelp: @193284 That seems to be strange. Kindly clear the cache memory of your device and try again. Do keep us posted. ^CB
Customer: @AmazonHelp Still no luck. https://t.co/aGHOTTtI4I",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,unknown,6,failed_support
AMZ-0100,1553847,1553849,480675,@AmazonHelp that number is not working.,@480675 I would recommend using the live chat feature with the link provided previously. Let us know if this works. ^CR,"Customer: @AmazonHelp I've used that function on both .com and .co.uk - neither has been helpful. Password reset function takes &gt;20min to send verification code
AmazonHelp: @480675 Were you able to phone us by following the link ^DA provided? If so, could you tell us what info/options they gave you? ^TK
Customer: @AmazonHelp that number is not working.",3,,,,,,ambiguous;context_heavy,product_device_issue,self_service,6,
