customer_tweet_id,brand_tweet_id,customer_author_id,customer_text,brand_response,customer_created_at,brand_created_at,customer_response_tweet_id,brand_in_response_to,silver_intent
169643,169644,155507,"@AmazonHelp The original date was 22-23 November, but since it didn't arrive I went online and it changed to today (24th) by 20:00. Had I known it would taken this long I would've gone somewhereelse. As it needs my signature I've been stuck at home for 3 days! Not impressed. When is arrival?",@155507 I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here:  https://t.co/JzP7hlA23B,Fri Nov 24 22:22:59 +0000 2017,Fri Nov 24 22:30:30 +0000 2017,169644,169643,delivery
169645,169646,155507,@AmazonHelp It's late. What options are available? If it's not here by 9am tomorrow I'll contact you. Would be nice to be compensated for my frustration,"@155507 For security reasons, we're unable to access Amazon account or order via Twitter. However, we'll be able to review available options with you through the link above. ^EZ",Fri Nov 24 22:37:52 +0000 2017,Fri Nov 24 22:40:55 +0000 2017,169646,169645,information_general
169651,169650,155509,"@116875 estoy esperando un pedido que hice ayer, pero en lugar de mi paquete, recibí uno que no es el mío (trae la etiqueta a otro nombre), ¿qué hago?   ¡Dentro de mi pedido está un pantalón que era última pieza!  Gracias.","@155509 ¡Hola, Carlos! En estos casos, te recomiendo ponerte en contacto con nuestros compañeros de Servicio al Cliente para poder verificar las opciones disponibles: https://t.co/CrWhYllnSX? ^DS",Fri Nov 24 21:08:30 +0000 2017,Fri Nov 24 21:13:30 +0000 2017,169650,169651,order_status_tracking
170896,170894,155855,@AmazonHelp Are you able to trace online chats or do I need to screenshot what is happening ? I am beyond fed up with the *help* I’ve got tonight! 😤,"@155855 For security, we are unable to view customer account details on Twitter. However, our chats are recorded. Please let us know what's going on. ^BH",Fri Nov 24 22:05:28 +0000 2017,Fri Nov 24 22:13:00 +0000 2017,170894,170896,information_general
170895,170897,155855,@AmazonHelp It is far too long winded to discuss on Twitter. I have got nowhere with live chat. Am fed up with the way I’ve been treated by your customer services tonight 😩😤 What do I do now?,"@155855 Understood. Without posting account or order details, can you please tell us about the initial issue you were trying to get resolved when you contacted us? https://t.co/1XyLaGkcaN",Fri Nov 24 22:24:11 +0000 2017,Fri Nov 24 22:42:31 +0000 2017,170897,170895,customer_service_complaint
170899,170898,155855,"@115830 Can someone please DM me about your shocking customer service and crap Black Friday ordering.  You’re on a par with @252 right now, and the whole world knows how shit they are! 🤬😠😤",@155855 We'd like to help! Please use the link below to DM with us. As a reminder we don't have access to your Amazon account; please refrain from providing personal or account details.  ^AG https://t.co/1XyLaGkcaN,Fri Nov 24 21:41:48 +0000 2017,Fri Nov 24 21:53:30 +0000 2017,170898,170899,customer_service_complaint
170908,170902,155857,Absolutely Shockingly bad customer service from @115830 I have been a prime customer for several years ans I expect what I pay for. Do not advertise next day delivery when you can’t honour it. I should be a priority and I’m not!! #crapservice,"@155857 We always want you to have a great experience with us. I'm sorry this has not been the case! We'd like to help any way we can. Without sharing any personal information, can you tell us more about what's going on? ^AL",Fri Nov 24 22:07:53 +0000 2017,Fri Nov 24 22:12:00 +0000 2017,170902,170908,customer_service_complaint
170906,170910,155857,@AmazonHelp This is despite showing that it was a next day delivery,"@155857 One-Day Shipping refers to transit time, in business days, once shipped. Details can be found here: https://t.co/MxGhEnQzIj

Did we miss the delivery day in the confirmation e-mail? You can check here: https://t.co/mxIApuRpQ7 ^BH",Fri Nov 24 22:15:49 +0000 2017,Fri Nov 24 22:20:46 +0000 2017,170910,170906,shipping_delivery_options
170915,170913,155859,@AmazonHelp bought a Fire 7 today. Won’t allow me to register as says email address already exists. Can’t change password as it won’t accept post code on password change.,@155859 I'm sorry for the trouble! We'd like to look into this further with you. Will you please reach out to us at your nearest convenience: https://t.co/CYqkdUakWJ? ^GM,Fri Nov 24 22:04:11 +0000 2017,Fri Nov 24 22:09:30 +0000 2017,170913,170915,account_access
170914,170916,155859,@AmazonHelp Please re read my tweet. I cannot login or change password. Link provided takes me to a login page??,@155859 I apologize you were sent the wrong link. You won't be required to sign in when contacting us directly here: https://t.co/zYVX1Qi29G ^NC,Fri Nov 24 22:11:21 +0000 2017,Fri Nov 24 22:17:00 +0000 2017,170916,170914,account_access
170921,170922,155860,@AmazonHelp Asi es @AmazonHelp recibi algunos en casa uno explicaba mi caso y me respondian con el mismo correo como si fueran hechos predeterminadamente por lo que no recibi ninguna ayuda,"@155860 Abner, ¿podrías confirmarnos si en el correo que recibiste indicaba instrucciones para recuperar el acceso a tu cuenta? ^DA",Sun Nov 26 15:28:51 +0000 2017,Sun Nov 26 15:33:03 +0000 2017,170922,170921,product_device_issue
170929,170927,155861,"@116875 hice mi primer pedido y me hicieron doble cargo a mi tarjeta, me di cuenta hasta hoy que intenté pagar algo y me la declinaron por saldo insuficiente 😡😒","@155861 Hola Fer, ¿Has revisado la siguiente información? https://t.co/5d5yTYajae ^JD",Fri Nov 24 22:01:14 +0000 2017,Fri Nov 24 22:09:00 +0000 2017,170927,170929,order_status_tracking
170959,170957,155871,@116875 He tratado de comprar hoy y me marca error al cargar la dirección de envío y no puedo completar la compra. Lo intenté por computadora y por celular y fue lo mismo. Creo que falló su plataforma o no quieren respetar ofertas publicadas,"@155871 Hola, Uriel. Lamento los inconvenientes. ¿Qué indica el mensaje de error al intentar colocar tu dirección? ^CR",Fri Nov 24 21:59:48 +0000 2017,Fri Nov 24 22:03:33 +0000 2017,170957,170959,order_status_tracking
170974,170972,155875,@115821 if my package doesn’t arrive today do i get refunded for my one day shipping?,@155875 Thanks for reaching out to us today. What's the delivery date given on your order confirmation e-mail? You can check your messages here: https://t.co/5HZIoUMh3q  ^FJ,Fri Nov 24 21:51:24 +0000 2017,Fri Nov 24 22:00:54 +0000 2017,170972,170974,return_refund_replacement
170982,170978,155877,Shocking customer service from @115830 I think it’s time to cancel my prime membership!!,@155877 This is not what we strive for. Without giving us any personal/account info can you please tell us the issue you are having? We are here to help! ^BA,Fri Nov 24 21:57:26 +0000 2017,Fri Nov 24 22:00:26 +0000 2017,170978,170982,order_change_cancel
170980,170983,155877,"@AmazonHelp I placed an order this morning, funds left bank account, since then I have been prompted to re enter payment method numerous times when I check status, I have spoken to customer services who said they had solved issue... they haven’t!",@155877 This isn't the experience we want for our customers. Was this item shipped and sold by Amazon or a Marketplace seller? ^DO,Fri Nov 24 22:10:54 +0000 2017,Fri Nov 24 22:14:32 +0000 2017,170983,170980,payment_billing
170984,170985,155877,"@AmazonHelp By amazon, all for prime delivery",@155877 I would like a member of our team to look into this for you. Please provide more info here: https://t.co/tkLCr7DNil ^BA,Fri Nov 24 22:16:39 +0000 2017,Fri Nov 24 22:20:46 +0000 2017,170985,170984,shipping_delivery_options
170992,170991,144979,@AmazonHelp I'm such a dummy. How do I cancel a cancel request? It said that it couldn't guarantee it could even be canceled,@144979 Please reach us directly via phone or chat so we can look into this and go over options with you: https://t.co/EKXRLsnxJu ^BV,Fri Nov 24 21:52:58 +0000 2017,Fri Nov 24 22:00:07 +0000 2017,170991,170992,information_general
171006,171005,155883,"@115830 this is just ridiculous, new credit card details out in and your still saying unable to update charge payment!!! I have customers waiting and you’re blocking the account!!! #disgrace #joke",@155883 Oh no! We'd like to help! Can you tell us more about what's going on? Are you a seller with us? ^JO,Fri Nov 24 21:47:18 +0000 2017,Fri Nov 24 21:56:54 +0000 2017,171005,171006,payment_billing
171010,171009,155884,@AmazonHelp I cancelled an order but had already been charged for it. Any idea on when I'll see a refund?,"@155884 This is not an actual charge, it is an authorization. Usually, this is released in 3 to 5 business days. For the best information regarding the release of an authorization, please contact your financial institution.  ^LM",Fri Nov 24 21:38:32 +0000 2017,Fri Nov 24 21:44:00 +0000 2017,171009,171010,return_refund_replacement
171024,171022,155888,@AmazonHelp how can I be I  touch with you pls about an issue not listed in the help section? My package has not been delivered. Yet @UPSHelp  says it has...,@155888 Oh no! Selecting any issue on our Contact Us page will show our phone/e-mail/chat options. It's okay if your selection doesn't match exactly. We recommend taking a look over these tips to help locate the order: https://t.co/26Oz6U6N3p ^MB,Fri Nov 24 21:47:27 +0000 2017,Fri Nov 24 21:54:00 +0000 2017,"171022,171025",171024,information_general
171035,171032,155892,@AmazonHelp The Cyberpowerpc GXIVR8020A4 was in my cart for $580 but when I went to check out it was back to $700. It still shows available and the deal was supposed to be good for 12 more hours. What gives?,"@155892 Hey Matthew,
The deal may have been completely claimed before you completed your purchase. This would be why you're seeing it for the updated price. Deals like this are available for the allotted time or until they are fully redeemed. I hope this helps! ^MT",Fri Nov 24 21:47:56 +0000 2017,Fri Nov 24 21:52:00 +0000 2017,171032,171035,information_general
171039,171036,155893,"@115850 @AmazonHelp how come the original price of series 2 watch is more than that of series 3? Please don’t look at the selling price, look at the how much you save price. You boys are thieves or what? https://t.co/q3lAkGj0mI","@155893 I understand your concern Rahul. However, Pricing and offers are decision of the sellers. ^NR",Fri Nov 24 21:38:08 +0000 2017,Fri Nov 24 21:51:00 +0000 2017,171036,171039,payment_billing
171043,171042,155894,"@115830 Hi, I was meant to cancel my prime subscription but found I had been charged for another year. As it's only happened day, would I be able to cancel my membership and be able to get a refund?","@155894 Hi! I'm sorry for this issue with your Amazon Prime Membership. You can look over details of canceling and refund information on this Help page: https://t.co/Uo6chnJ7jC

Thank you. ^DO",Fri Nov 24 21:46:41 +0000 2017,Fri Nov 24 21:50:00 +0000 2017,171042,171043,order_change_cancel
171047,171046,155896,@116316 Hi 😊 will you restock the 500GB playstation 4 at the 199€ price tag? It’s sold out 😕,@155896 At this moment we don't have information about when this product will be available again. Please keep an eye on our website :) ^SK,Fri Nov 24 21:44:11 +0000 2017,Fri Nov 24 21:47:29 +0000 2017,171046,171047,payment_billing
172226,172225,156247,"@115830 all my orders and prime have disappeared from account. Incorrect price charged for item, can't track. Website useless. Can you help?","@156247 Sorry to hear about the trouble, Chris! We're unable to view your orders here on Twitter but please don't hesitate to reach out to us directly here: https://t.co/JzP7hlA23B ^BG",Fri Nov 24 22:39:24 +0000 2017,Fri Nov 24 22:43:01 +0000 2017,172225,172226,payment_billing
172229,172227,156248,"@AmazonHelp hey, I ordered a kettle a while back and it never showed up. It says delivered, but looks buggy, and def never arrived. Order number #114-9706531-2161806",@156248 I'm sorry the kettle hasn't arrived! We aren't able to access Amazon Account information here on Twitter but we can help get you pointed in the right direction. Was the order shipped by Amazon directly or one of our sellers: https://t.co/Y5jpI9gRhE? ^EP,Fri Nov 24 22:38:02 +0000 2017,Fri Nov 24 22:42:00 +0000 2017,172227,172229,delivery
172234,172236,156250,@AmazonHelp No. No updated delivery time or date. Just fobbed off from customer services because they can’t contact delivery driver! NOT HAPPY,"@156250 I understand why you'd be frustrated, Gregory. As we're unable to contact the delivery driver, were you given any additional options? Please let us know! ^FD",Fri Nov 24 23:48:19 +0000 2017,Fri Nov 24 23:52:00 +0000 2017,172236,172234,customer_service_complaint
172241,172247,156250,@AmazonHelp Time delivering it just so they can meet an empty house every day then give me a refund when it goes undelivered,@156250 I'm truly sorry for the inconvenience. This is not the experience we want you to have! We'd like to help if we can. Please reach out to us here so we can share options with you: https://t.co/hApLpMlfHN ^MO,Sat Nov 25 00:46:07 +0000 2017,Sat Nov 25 00:53:00 +0000 2017,172247,172241,return_refund_replacement
172279,172278,156257,"@AmazonHelp buenas amazon tengo un pedido el cual sale que se necesita revision de pago, el motodo de pago es targeta de debito pero el costo ya fue cubierto y sigue saliendo el mensage","@156257 Hola francisco, ¿en cuál de nuestros sitios estás intentando realizar tu compra? ^JD",Fri Nov 24 22:23:56 +0000 2017,Fri Nov 24 22:26:23 +0000 2017,172278,172279,order_status_tracking
172295,172294,156262,"@115833 @5503 Can you do echo to echo calls internationally? In markets where echo calling is enabled, after all it's over the internet right, so it should work fine.","@156262 I'm sorry, currently Echo-to-Echo calling on different marketplaces are not currently available. You can learn more here: https://t.co/vjkjMBKDue ^JM",Fri Nov 24 22:01:21 +0000 2017,Fri Nov 24 22:26:48 +0000 2017,172294,172295,product_device_issue
172304,172302,146157,"And after reseting the password, several times, it says it is incorrect. Come on folks, make it work or shut it down. Hey @115851 any comments on this terrible product/service? -Of course not. https://t.co/OmDqvOkfLj","@146157 Hi! Let us help you to access your account, please contact us by phone here: https://t.co/jzvkhdlrK5 Take Care! ^DA",Fri Nov 24 21:53:42 +0000 2017,Fri Nov 24 22:26:04 +0000 2017,172302,172304,account_access
172316,172318,155882,"@AmazonHelp Entrega prevista para el 28, 4 días después de lo que debería haber llegado... Y yo ahora qué hago sin el regalo?  Esto lo tendríais que solucionar @AmazonHelp  y si @80 no es capaz de respetar los plazos los que quedáis mal sois vosotros también. Una pena de verdad...","@155882 Cristina, por motivo de seguridad, no contamos con acceso a tu cuenta por este medio. Puedes reportar lo sucedido utilizando este enlace: https://t.co/PrNtH0sDuX, así podremos verificar la información del pedido de manera segura e investigar al respecto. ^VM",Sat Nov 25 07:24:50 +0000 2017,Sat Nov 25 07:30:30 +0000 2017,172318,172316,order_status_tracking
172323,172322,156268,@AmazonHelp I think I was charged for my order twice?,@156268 We don't have access to account information via social media! Please reach out here: https://t.co/hApLpMlfHN so we can take a look at the order in question. ^AH,Fri Nov 24 21:55:47 +0000 2017,Fri Nov 24 22:15:00 +0000 2017,172322,172323,payment_billing
172327,172324,156269,@115833 can I set up a second phone on our amazon echo dot?,@156269 You can add another profile to your account using a household. Let's check out the following link for more info: https://t.co/LhPEdw8Lp2 ^TR,Fri Nov 24 22:07:28 +0000 2017,Fri Nov 24 22:14:32 +0000 2017,172324,172327,product_device_issue
173399,173401,156593,"@AmazonHelp I'm on https://t.co/Ozuh0lp6bW, and the URL you sent shows the higher price.","@156593 I see the price for the Kindle edition as $2.99 when I click on the link. Can you please try clearing your cache/cookies, then check the link ^AJ provided? Keep us updated on the outcome. ^WJ",Fri Nov 24 23:16:24 +0000 2017,Fri Nov 24 23:23:00 +0000 2017,173401,173399,payment_billing
173415,173414,156595,@AmazonHelp I got charged for prime. Talked to someone over the phone on the 17th &amp; they said they’d give me the money back in 3-5 days. and i still haven’t gotten it back,@156595 Oh no! Have you had a chance to reach back out to us by phone? Have you had a chance to contact your bank? ^BA,Fri Nov 24 23:01:03 +0000 2017,Fri Nov 24 23:12:32 +0000 2017,173414,173415,return_refund_replacement
173437,173436,156600,"Welp, guess I get to contact @115821 due to not getting the Two-Day Prime delivery I used for that Vita charging cable... Was supposed to be delivered today by USPS and the mail has already come. :|",@156600 I'm sorry for the frustration! We're available to assist. What does the current tracking show here: https://t.co/PCtircFm5C? ^SJ,Fri Nov 24 23:07:05 +0000 2017,Fri Nov 24 23:11:00 +0000 2017,173436,173437,shipping_delivery_options
173467,173465,156608,"Gotta hand it too @115830 @AmazonHelp today fair bloody play,within 6 hours of contacting via email because a fault on lilmans tablet that hes had since March, there sending out a replacement&amp;collection for the old one after I’ve recieved the new one💯👌🏼 thanks tech support X",@156608 So glad to hear we could sort this out for you! Thanks for taking the time to let us know about this :) ^BL,Fri Nov 24 23:04:25 +0000 2017,Fri Nov 24 23:06:28 +0000 2017,173465,173467,return_refund_replacement
173471,173469,156610,@115830 Hi. I've ordered several items under Prime delivery which were ordered in time but are not being delivered until Monday. This is the latest in a string of Prime items not being delivered next day. How will you be pro-rating a partial refund for my Prime subscription?,"@156610 Hi there, Andy. Have we missed the delivery date given via checkout/e-mail? Some items require additional processing before they can ship, and the shipping method time refers to the transit time of the parcel.

-Jessica W.",Fri Nov 24 22:59:56 +0000 2017,Fri Nov 24 23:05:00 +0000 2017,173469,173471,return_refund_replacement
173470,173472,156610,"@AmazonHelp Everything was listed as Prime and ordered in the normal shipping window. If something requires extra processing time as it is likely to miss out on next day delivery, it shouldn’t really be listed as Prime, should it?","@156610 I understand where you're coming from, Andy. We do try to account for processing times when we send your estimated delivery date via e-mail. Here's how these dates are calculated: https://t.co/YGVozH44sU ^FD",Fri Nov 24 23:11:38 +0000 2017,Fri Nov 24 23:21:28 +0000 2017,173472,173470,shipping_delivery_options
173482,173481,156613,@AmazonHelp You have the absolutely worst over the phone customer service that I have ever had the displeasure of dealing with.,@156613 I'm sorry we've let you down. Can you provide some more details without providing any account information? ^CH,Fri Nov 24 22:47:42 +0000 2017,Fri Nov 24 23:02:33 +0000 2017,173481,173482,customer_service_complaint
173487,173485,156615,"@115830 ..I’m trying to buy some Philips Lighting, but it won’t appear in my basket when I add, and shows wrong price on item?? Help!!!","@156615 Have you tried deleting the items from the basket, restarting device, then re-adding the items? ^NC",Fri Nov 24 22:52:35 +0000 2017,Fri Nov 24 23:02:00 +0000 2017,173485,173487,payment_billing
173498,173494,156617,@AmazonHelp am having the most frustrating time dealing with customer service . This is ridiculous,"@156617 Hey there! I'm sorry to hear this! Without using personal account information, do you care to tell us more about what's happening? ^FR",Fri Nov 24 22:53:12 +0000 2017,Fri Nov 24 23:01:27 +0000 2017,173494,173498,customer_service_complaint
173522,173520,156623,@116935 is there a way to block a specific station when using Amazon Music with Alexa?,"@156623 Great question! Blocking specific stations isn't currently supported. However, you can you send us your feedback or any requests via Help &amp; Feedback in your Alexa app, details: https://t.co/dymXLqEf5T ^AC",Fri Nov 24 22:46:20 +0000 2017,Fri Nov 24 22:56:29 +0000 2017,173520,173522,product_device_issue
173521,173523,156623,"@AmazonHelp My three year old loves Alexa. She asks her regularly to play music by saying, “Alexa play kid’s music.”  That worked fine for a while. Suddenly it now only plays kid’s movie songs. That’s not what she’s looking for and makes her upset.","@156623 I can understand how frustrating it is not to be able to play the music you're looking for. We're always working to improve our devices, and value your feedback. If you haven't already, please send us your suggestions through the Alexa app. ^JN",Fri Nov 24 23:05:45 +0000 2017,Fri Nov 24 23:36:03 +0000 2017,173523,173521,product_device_issue
173525,173524,156624,Amazon Japan has not charged me for Misfire yet. Am concerned I'm not going to get it. :\,"@156624 Hi, Are you worried about something?
We do not have access to your account details over Twitter. Kindly reach out to us at: https://t.co/NtNAX37Sr4 TY",Fri Nov 24 18:57:23 +0000 2017,Fri Nov 24 22:54:00 +0000 2017,173524,173525,payment_billing
173535,173533,156628,"Hey @115821, if a product is listed as Prime and ""will ship today"" but won't arrive until the middle of next week at the earliest, that's not ""Free Two Day Shipping.""  I don't care if its the holidays, if you're advertising one thing but delivering another, that's not alright.","@156628 Prime shipping refers to the transit time after the item has shipped, not always two days from when the order is placed, and this may not include weekends. Once the item ships, it should arrive within two business days of when it is shipped out.  ^GR",Fri Nov 24 22:45:27 +0000 2017,Fri Nov 24 22:50:55 +0000 2017,173533,173535,shipping_delivery_options
173537,173536,156629,@115830  what is going on with Nintendo Switch Mario offer. Says it is in stock yet i cant complete the order?,@156629 Oh no. Trying logging out and logging back in. This usually will correct the issue. ^LM,Fri Nov 24 22:34:54 +0000 2017,Fri Nov 24 22:50:00 +0000 2017,173536,173537,information_general
173556,173554,156635,Hey @115821 @AmazonHelp where did the tracking number go?? I want to see the tracking # like it used to always be. #Amazon #Tracking https://t.co/Tle9dUfwkR,"@156635 Hi there! From your screenshot it looks like your package hasn't shipped out yet. Once the item has shipped, you'll be able to find tracking information on the same screen. ^JM",Fri Nov 24 22:38:06 +0000 2017,Fri Nov 24 22:44:00 +0000 2017,173554,173556,order_status_tracking
174492,174490,156905,"@AmazonHelp very disappointed that my order has been delivered to the wrong address, when I called the help line I was told it could still arrive despite my order tracking stating handed to resident and now to wait until the 28th as it may still come.",@156905 I understand your frustration. Most missing items arrive soon after they are marked delivered. For additional help you can also check this link: https://t.co/G47vH3u3pJ. Was the delivery address on the order correct? ^CC,Fri Nov 24 21:53:38 +0000 2017,Fri Nov 24 23:41:00 +0000 2017,174490,174492,order_change_cancel
174491,174493,156905,@AmazonHelp The address was correct on the order and I don’t understand why an order would be marked as handed to the resident if it hadn’t been delivered yet. The whole point of tracking on deliveries is to keep the customer updated. A refund had now been arranged and I’ll shop elsewhere,"@156905 I apologize for the frustrating experience. That isn't what we want for you, or any of our customers. ^EA",Sat Nov 25 06:12:34 +0000 2017,Sat Nov 25 06:26:00 +0000 2017,174493,174491,return_refund_replacement
174503,174502,156909,Was ist besser Amazon Prime Video oder Netflix? #Umfrage #Amazon #Netflix,@156909 Da fragst du noch ;) Lieben Gruß ^NW,Fri Nov 24 23:31:08 +0000 2017,Fri Nov 24 23:38:51 +0000 2017,174502,174503,product_device_issue
174508,174506,156911,Waited in all day for my stuff from @117795 first order not complete - 2nd order returned to depot because damaged ...... 23 items? WTF - NOW is a big fail - get from @117093 or @115830 - #PRIMENOW USE PEOPLE with cars who have no idea what they are doing.. https://t.co/gjSpzCOcYa,"@156911 I'm sorry for the trouble with your orders! When you have a moment, please reach out to us directly so we can document your feedback and look into this further: https://t.co/dpFUH4RXfa ^LR",Fri Nov 24 23:20:15 +0000 2017,Fri Nov 24 23:38:00 +0000 2017,174506,174508,return_refund_replacement
174511,174513,156912,"@AmazonHelp Completely unhelpful, did you even read my problem? I know that I can click on My Music because I'm not an idiot. My problem is that I do not want to listen to the music via the Amazon Music App. All I want to do is download the 'mp3 download' I purchased as an mp3.",@156912 We'd like to look into this with you. Please contact us via phone or chat here: https://t.co/JzP7hlA23B Thanks! ^AJ,Sat Nov 25 00:07:47 +0000 2017,Sat Nov 25 00:11:57 +0000 2017,174513,174511,customer_service_complaint
174529,174527,156917,"NEVER using @115821 same day delivery again. Subcontracted driver marked delivered - no package anywhere. Cust. Serv. says ""wait 3 days"" for it to show up. I paid EXTRA for this?!","@156917 I'm terribly sorry to hear your package hasn't arrived. Besides asking you to wait for 3 days, did our Customer Support team offer any compensation? ^EZ",Fri Nov 24 23:29:06 +0000 2017,Fri Nov 24 23:32:37 +0000 2017,174527,174529,delivery
174534,174533,156918,@AmazonHelp hi. When I enter my email address and password I am seeing 'we cannot find an account with that email address'. Any ideas why this might be? They are stored in the browser so is definitely the correct credentials.,"@156918 When was the last time you received an e-mail from us? You may need to check your spam/junk folder in case it was sorted into there. If you're unable to find any recent e-mails, have you double-checked the e-mail address stored in your browser? ^LJ",Fri Nov 24 23:28:32 +0000 2017,Fri Nov 24 23:32:31 +0000 2017,174533,174534,account_access
174544,174542,156921,@AmazonHelp i canceled my ordered after i got charged. And iv'e been waiting for 2 days to get my money back. The item didn't get shipped,"@156921 Sorry for the trouble this may have caused! What you are seeing is only an authorization held by your bank, and will fall off within 1-2 business days. Please let us know if you have any further questions or concerns! ^VB",Fri Nov 24 23:12:01 +0000 2017,Fri Nov 24 23:31:29 +0000 2017,"174546,174542",174544,return_refund_replacement
174562,174561,156926,"@AmazonHelp Why is it that when I order something with amazon prime, it's never next day delivery; it is infact 3 days later.",@156926 We're here to help! We strive to deliver by the date provided in your confirmation e-mail. Have we recently missed this date? ^ML,Fri Nov 24 23:16:34 +0000 2017,Fri Nov 24 23:24:30 +0000 2017,174561,174562,shipping_delivery_options
174576,174574,156933,@AmazonHelp hello! I have somehow been charged for a membership to American Amazon Prime despite not wanting it or clicking it - please could I be refunded ASAP? This has happened before and it was resolved very quickly then.,@156933 I'm sorry for the unexpected charge! We'd like to help. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^JP,Fri Nov 24 23:14:25 +0000 2017,Fri Nov 24 23:19:52 +0000 2017,174574,174576,return_refund_replacement
174575,174577,156933,"@AmazonHelp I have tried to email your colleagues, but both @115830 &amp; @115821 are saying the other is responsible. My UK account clearly says I don't have Prime &amp; the charge on my bank statement says 'Membership https://t.co/d7IZNBElrf US' with a USD exchange rate next to it. Please help!",@156933 I am sorry to hear this. Since the charge is showing as dollars would suggest that the charge originated on the https://t.co/nUUp5MLhYl website. Please fill out your details below so my team can investigate this for you:https://t.co/R55eEQwSEs.^GA,Tue Nov 28 10:05:42 +0000 2017,Tue Nov 28 10:09:26 +0000 2017,174577,174575,return_refund_replacement
175342,175340,157179,@AmazonHelp Pas du tout vous êtes les premiers par qui je passe je ne sais pas où je dois les contacter,"@157179 Afin que notre service client puisse faire des recherches à ce sujet, je vous propose de les contacter via ce lien : https://t.co/hgIrz98cdI",Sat Nov 25 00:10:11 +0000 2017,Sat Nov 25 00:12:54 +0000 2017,175340,175342,payment_billing
175349,175347,157180,"Really frustrating when Amazon's #amzl shipping fails to deliver your order for the 2nd time in a week. Customer service doesn't help either – I don't want another refund, I want the things I've ordered. This is ridiculous @AmazonHelp I've never had an issue with other carriers","@157180 I'm sorry for the frustrating experience, Bekka! When you reached out to us, what additional information was provided?  ^JP",Sat Nov 25 00:09:18 +0000 2017,Sat Nov 25 00:12:54 +0000 2017,175347,175349,return_refund_replacement
175348,175350,157180,"@AmazonHelp By the customer service rep? They said that at this point, it was likely lost by the carrier &amp; that they were issuing a refund. I ordered it 1st on Saturday &amp; was told it was undeliverable. I ordered again on Monday, &amp; it still hasn't come. It should've been here 2 days ago.",@157180 Please provide your details here: https://t.co/ZsIJ1wjG7k and a member from my team will escalate this to Amazon Logistics for review. Thanks in advance! ^EZ,Sat Nov 25 00:17:37 +0000 2017,Sat Nov 25 00:21:00 +0000 2017,175350,175348,return_refund_replacement
175382,175381,157186,@AmazonHelp placed an order earlier with you but haven’t received confirmation yet you have taken payment. It’s a digital download so should have been instant....,@157186 I'm sorry for the delay in receiving your product. As we don't have account access through Twitter. Please contact us by phone or chat here: https://t.co/hApLpMlfHN ^RR,Sat Nov 25 00:04:08 +0000 2017,Sat Nov 25 00:07:00 +0000 2017,175381,175382,payment_billing
175385,175383,157187,"@AmazonHelp ¿Como hago uso de los 30 días gratis de Kindle? Ya me registré pero el sistema quiere cobrarme el servicio y como no he autorizado el cargo, no puedo leer, ¿No se supone que al registrarme obtengo 30 días de prueba?","@157187 Hola Michel, si nunca has usado el servicio, los primeros 30 días son gratis, sin embargo se pide la información de pago ya que la renovación es automática, a menos que no lo desees y luego canceles antes de los 30 días. ^JD",Sat Nov 25 00:03:54 +0000 2017,Sat Nov 25 00:06:00 +0000 2017,175383,175385,product_device_issue
175391,175390,156914,はやっ！朝8時 @116313 に質問→30分位で @AmazonHelp から回答きた。#AmazonEcho Wi-Fi接続先の複数非対応は残念。しかし、爆速対応には驚いた。「カスタマーにお問合せ下さい」等の返信内容でないのも素晴らしい。アマゾンさん有難うございます！ https://t.co/FLj0nfjVc7,"@156914 おはようございます。改めまして、、、Amazonです(o*。_。)oペコッ TY
Echoをご活用いただき、ありがとうございます！
今回は、お客様のご希望にそったご案内ができずに心苦しい限りでしたが、今後もサービス向上に努めてまいりますので、変わらぬご愛顧いただければ嬉しく思います。TY",Fri Nov 24 23:53:46 +0000 2017,Sat Nov 25 00:05:00 +0000 2017,175390,175391,product_device_issue
175395,175394,157190,"@AmazonHelp It keeps asking me if I want prime, I don't want prime... It's eligible for free delivery but there's still charge.","@157190 Just to confirm, which delivery speed are you selecting? The free option will be listed as ""FREE Delivery"" as outlined here: https://t.co/ateyXq4Fw5 ^BH",Fri Nov 24 23:51:56 +0000 2017,Sat Nov 25 00:04:30 +0000 2017,175394,175395,payment_billing
175413,175412,157196,"Gracias @116875 por hacerme ver Prime Video de nuevo, Community es la onda","@157196 ¡Hola, Valentín! Con gusto, recuerda que si necesitas ayuda no dudes en contactarnos. 😉 ^NB",Fri Nov 24 23:55:08 +0000 2017,Fri Nov 24 23:59:00 +0000 2017,175412,175413,product_device_issue
175416,175414,157197,Paid for next day delivery and didn’t get my package? @AmazonHelp,@157197 I'm sorry for the wait! What's to most up to date tracking information say here: https://t.co/aaDyEzjw8c? ^DW,Fri Nov 24 23:43:47 +0000 2017,Fri Nov 24 23:56:26 +0000 2017,"175414,175418",175416,shipping_delivery_options
175415,175417,157197,"@AmazonHelp Here’s what it says, I need at least my money back for next day delivery? https://t.co/8py5RWidDL",@157197 We can have a look into options. Use this link so that we may do so: https://t.co/JzP7hlA23B ^DO,Sat Nov 25 00:12:55 +0000 2017,Sat Nov 25 00:18:50 +0000 2017,175417,175415,return_refund_replacement
