k,cluster,cluster_size,top_terms,representative_rank,customer_text,clean_text
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",4,"Amazonで7000円分買い物して支払い票コンビニで出したら230円って言われたんだけどこういう不具合なの？
もう払っちゃったけど",amazon 7000 230
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",5,"amazonからSNSでメッセージが来てた。
私がなんか(スクショ撮り忘れたので何だかは忘れた)滞納してるので、法的手段を取るんだと。
プライムの手数料はクレカ払いだし、何よりamazonに携帯の番号なんて登録していないのだが。

明らかに詐欺です。
絶対に連絡しないように。
皆さんもご注意下さい。",amazon sns amazon
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",6,"SSLもAmazonに注文したのに履歴から消えてる…ちょっとショックなんだけど(._.)
履歴から消えた理由がどうしてか分かる人教えてくださいm(_ _)m https://t.co/J8vh4DlCgT",ssl amazon m m
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",7,"Amazonから届いた✌
セイバー、凛々しくてカッコいい😍
フィギュアはこれで3体目だけど、マイペースで集めていこうっと🎶
#fatezero https://t.co/8DXGDbUTZV",amazon 3 fatezero
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",8,"AmazonでFFⅧ買ったから
今からやってみる

#FF8 https://t.co/QyTptDqcbr",amazon ff ff8
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",9,"Amazonから入金済みの荷物が届かない(白目)

詐欺か詐欺なのかー(TωT)ｳﾙｳﾙ",amazon t t
10,4,13349,"amazon, amazon prime, prime, order, pay, india, amazon pay, product, amazon india, amazon logistics, time, logistics, ordered, service, refund",10,"Amazon届いた！袋を開ければ幸せが詰まってました💕
KANA-BOONにネコノヒー。イケメンと愛くるしいの詰め合わせです。一足早くお正月が来た気分。私にとってはこれがほんとの福袋。",amazon kana boon
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",1,@AmazonHelp This was a US account.,this was a us account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",2,@AmazonHelp I can’t even get acces to my account,i can t even get acces to my account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",3,@AmazonHelp I can’t get into my account 😒,i can t get into my account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",4,@115850 Can y’all unsuspend my account ?,can y all unsuspend my account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",5,@AmazonHelp ik kan daar alleen maar dingen vragen over gedane bestellingen of mijn account niks over producten etc.,ik kan daar alleen maar dingen vragen over gedane bestellingen of mijn account niks over producten etc
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",6,@AmazonHelp Please reactive my account,please reactive my account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",7,@AmazonHelp My name is Alexus Lee account under Sensational,my name is alexus lee account under sensational
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",8,@AmazonHelp I only have one account,i only have one account
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",9,@116935 why do I not have @154226 #MeaningOfLife in my account yet??,why do i not have meaningoflife in my account yet
10,5,4158,"account, amazon, email, amazon account, bank, bank account, prime, locked, prime account, money, help, password, hacked, order, card",10,@AmazonHelp My account Yasser. __email__,my account yasser email
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",1,@115850 Else call me @ 7903044398,else call me 7903044398
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",2,"@116313 れいの、310ｘ310ｘ410造形エリアの、
どんどん魔改造の餌食となりつつある2台目の3Dプリンターです。
いつの間にかアマゾン扱いになってすごくお得な感じに…😭

追記、壊れていたアクリルパーツも昨日届いてました。

#3Dプリンター #3Dプリンタ #3Dprinter https://t.co/WxaE5XDMoZ",310 310 410 2 3d 3d 3d 3dprinter
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",3,@116875  necesitamos @116935 y almacenamiento ilimitado de fotos.,necesitamos y almacenamiento ilimitado de fotos
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",4,Amar a @116875 :3 &lt;3,amar a 3 3
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",5,Abriendo paquetitos de @116928 😍😍,abriendo paquetitos de
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",6,"@AmazonHelp Nothing much, you procured it from somewhere else, and there's nothing you can do",nothing much you procured it from somewhere else and there's nothing you can do
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",7,@AmazonHelp What should i do?,what should i do
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",8,@AmazonHelp Pliz call me 09999881043,pliz call me 09999881043
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",9,@AmazonHelp It was a glown in the darck figet spinner,it was a glown in the darck figet spinner
10,6,64210,"order, time, prime, don, days, refund, yes, ordered, today, product, ve, got, received, package, details",10,@AmazonHelp Here you go https://t.co/Gqo8KbYZ4Q,here you go
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",1,@AmazonHelp It's not even out for delivery yet.,it's not even out for delivery yet
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",2,@AmazonHelp Still no delivery :( https://t.co/G1pcYZpWQE,still no delivery
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",3,@115850 What a delivery @115850 https://t.co/jfucLzeV5h,what a delivery
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",4,@AmazonHelp Out for delivery https://t.co/G9xNjTLVge,out for delivery
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",5,@AmazonHelp Out for delivery TBA528948772000,out for delivery tba528948772000
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",6,@AmazonHelp It's still Out for Delivery since 7:18pm,it's still out for delivery since 7 18pm
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",7,@AmazonHelp 830 and no delivery 👍,830 and no delivery
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",8,@AmazonHelp Still not out for delivery...,still not out for delivery
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",9,@AmazonHelp My delivery is done.,my delivery is done
10,7,13028,"delivery, day, prime, day delivery, shipping, day shipping, today, order, date, days, delivery date, time, package, ordered, amazon",10,@AmazonHelp Still no delivery can we do something about this or what?,still no delivery can we do something about this or what
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",1,@115821 could you help me?,could you help me
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",2,"@AmazonHelp So what about you , you can't help me",so what about you you can't help me
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",3,@AmazonHelp Can anything be done to help me?,can anything be done to help me
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",4,@AmazonHelp who can help?,who can help
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",5,"@AmazonHelp Please help me out of this,",please help me out of this
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",6,@192177 Or @AmazonHelp can you help?,or can you help
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",7,@115850 please help me out https://t.co/VL7j15FmbP,please help me out
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",8,@AmazonHelp Do these help? https://t.co/77Kg2p3l4q,do these help
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",9,@AmazonHelp can you help with this please https://t.co/CIITix2to7,can you help with this please
10,8,4809,"help, need, need help, order, amazon, pls help, pls, hi, plz help, want, received, issue, plz, help order, ordered",10,@115850 @AmazonHelp will you help me or not.,will you help me or not
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",1,@AmazonHelp Just this one https://t.co/q3xQvoFJgF,just this one
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",2,@AmazonHelp No that was the last one. I had just screenshotted that to you.,no that was the last one i had just screenshotted that to you
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",3,@AmazonHelp No. it just diappears.,no it just diappears
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",4,@AmazonHelp U just f^^^ off,u just f off
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",5,@AmazonHelp should I call or email?,should i call or email
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",6,@AmazonHelp And what is that email?,and what is that email
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",7,@AmazonHelp Can't find any email from your side,can't find any email from your side
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",8,@AmazonHelp Done via email.,done via email
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",9,@117795 is this a legitimate email? https://t.co/hz3E8G5knR,is this a legitimate email
10,9,9024,"just, email, got, order, received, sent, ve, amazon, want, saying, don, know, just got, delivery, received email",10,@AmazonHelp Not any email @AmazonHelp,not any email
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",1,@AmazonHelp how is this Two-Day shipping? https://t.co/8qGljRvrMZ,how is this two day shipping
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",2,@115821 @AmazonHelp So much for one day shipping!,so much for one day shipping
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",3,@AmazonHelp how is this 2 day shipping? https://t.co/gwCl4oqEKX,how is this 2 day shipping
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",4,“2 day shipping” @115821 https://t.co/tNQVrNJEDX,2 day shipping
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",5,"@AmazonHelp Yeah, and sometimes the customer chooses 2-day shipping and your asses arbitrarily change that to FIVE DAY shipping",yeah and sometimes the customer chooses 2 day shipping and your asses arbitrarily change that to five day shipping
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",6,@AmazonHelp No idea how to see that. It was 2 day shipping though.,no idea how to see that it was 2 day shipping though
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",7,@115821 Two Day shipping ? #Joke https://t.co/Id5rHOrJ1n,two day shipping joke
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",8,what kind of two day shipping is this.... @115821 https://t.co/8zQqJ3cZ2v,what kind of two day shipping is this
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",9,@115821 Your Amazon Prime 2-day shipping is a myth.,your amazon prime 2 day shipping is a myth
12,0,2278,"shipping, day shipping, day, prime, days, free, prime day, prime shipping, ordered, paid, amazon shipping, pay, package, amazon, order",10,Update on my prime “two day” shipping. @115821 https://t.co/iEJxPIJ3kE,update on my prime two day shipping
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",1,"Hola @29206 , con la novedad que @116875 ya amenaza con cancelar mi pedido de Patria 1 si no surte el proveedor!. Patria 2 y 3, ya los tengo en mano 😁 https://t.co/HIWql4aO4d",hola con la novedad que ya amenaza con cancelar mi pedido de patria 1 si no surte el proveedor patria 2 y 3 ya los tengo en mano
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",2,"@116928 se que para vosotros es solo mercancía, pero para mi el libro “La formación de la clase obrera en Inglaterra” es sagrado. https://t.co/6EKD540XmF",se que para vosotros es solo mercanc a pero para mi el libro la formaci n de la clase obrera en inglaterra es sagrado
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",3,"@AmazonHelp No, solo un aviso de Amazon a las ocho comunicando que ya no llegaría hoy 😂. En observaciones, a partir de hoy, pondré que se evite en la medida de lo posible a este transportista. Un saludo y gracias por el interés.",no solo un aviso de amazon a las ocho comunicando que ya no llegar a hoy en observaciones a partir de hoy pondr que se evite en la medida de lo posible a este transportista un saludo y gracias por el inter s
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",4,@AmazonHelp Own! Que amores!❤,own que amores
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",5,@AmazonHelp Que grandes chicos!! 😂😂💜,que grandes chicos
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",6,"@AmazonHelp por la tranquilidad de los padres y la felicidad de los niños, yo que vosotros no confiaba en ellos en entrega garantizada, porque no es así y les da igual el trastorno que causan",por la tranquilidad de los padres y la felicidad de los ni os yo que vosotros no confiaba en ellos en entrega garantizada porque no es as y les da igual el trastorno que causan
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",7,"@AmazonHelp Es por Amazon, lo unico que quiero es que ya lo envienn desdel el sabado por la tarde noche esta en que el pedido esta siendo preparado para su envio",es por amazon lo unico que quiero es que ya lo envienn desdel el sabado por la tarde noche esta en que el pedido esta siendo preparado para su envio
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",8,"@AmazonHelp Gracias pero la solución no es satisfactoria. Si lo devuelvo tengo que volver a comprarlo a un precio superior ya que lo adquirí a un precio menor al que hoy tiene. Para mi la solución pasa por que me lo cambien por uno en buen estado de embalaje, aunque no sé si es una opción",gracias pero la soluci n no es satisfactoria si lo devuelvo tengo que volver a comprarlo a un precio superior ya que lo adquir a un precio menor al que hoy tiene para mi la soluci n pasa por que me lo cambien por uno en buen estado de embalaje aunque no s si es una opci n
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",9,La raza se alocó con el #BuenFin de @116875 https://t.co/YTTbhYYpI4,la raza se aloc con el buenfin de
12,1,7509,"que, el, en, la, por, lo, mi, es, para, gracias, ya, se, pero, una, pedido",10,"@AmazonHelp El arte no se desvela, que sino el copyright me lo roban 😂😂😂",el arte no se desvela que sino el copyright me lo roban
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",1,@AmazonHelp I don’t see it,i don t see it
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",2,"@AmazonHelp No, I don’t have it yet 😩😭",no i don t have it yet
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",3,@AmazonHelp I still don't have it 😭,i still don't have it
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",4,"@AmazonHelp I don't have it, no",i don't have it no
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",5,@AmazonHelp No i don’t,no i don t
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",6,@AmazonHelp I don’t not see one.,i don t not see one
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",7,@AmazonHelp I don't know. This is all I have. https://t.co/V0E2r2fnix,i don't know this is all i have
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",8,@AmazonHelp I don’t know,i don t know
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",9,@AmazonHelp I don’t know where it is,i don t know where it is
12,2,4650,"don, don know, know, want, don want, amazon, just, don think, time, think, prime, order, delivery, don understand, package",10,@AmazonHelp No. Also I don’t know what ^AS or ^NM is.,no also i don t know what as or nm is
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",1,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,amazon 9800 9800
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",2,"@AmazonHelp 明確ではないですが、出品者の方は多分外国の方だと思われます(T_T)
こういう時どんな連絡が適切なんですか？(T_T)
Amazonで買い物することがあまりないのでよくわかりません(T_T)",t t t t amazon t t
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",3,Amazonキャンセルしてないのにキャンセルになってた…そりゃEoJ届かないわ…EoJ以外のSideMも全部キャンセルになってたし…,amazon eoj eoj sidem
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",4,"絶対詐欺られた〜〜(T_T)
マジ金返せ〜〜(T_T)
Amazonでもう絶対買い物しない",t t t t amazon
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",5,"Amazonで電気カーペット買った次の日に貴方へのおすすめに買った同じ電気カーペットをおすすめされ
次の日に半分の大きさの電気カーペットをおすすめされた。

一週間経った今日、1.5倍の大きさの電気カーペットをおすすめされた。",amazon 1 5
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",6,Never by anything from Amazon e @115850,never by anything from amazon e
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",7,@AmazonHelp It was amazon.,it was amazon
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",8,"( 'ω')ﾌｧｯ!?
Amazonプライムスチューデントの無料期間どこいった！
なんか年会費請求来てるんだが？？？？
半年だかの無料期間あるんじゃねーの？？？？？
おいこらどうなってんだ",' ' amazon
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",9,"ｷｬｰｺﾜｲ(^q^)
こんなものが届いた

有料コンテンツ登録料金が未納です。本日中にご連絡なき場合、法的手続きに移行します。Amazon サービスセンター 0368121658",q amazon 0368121658
12,3,12769,"amazon, amazon prime, prime, account, pay, amazon pay, india, package, help, amazon logistics, logistics, just, amazon india, time, ordered",10,"È ufficiale, Amazon crea dipendenza.
#shoppingonline 🛍💸
#amazon",ufficiale amazon crea dipendenza shoppingonline amazon
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",1,@AmazonHelp Do not see any email,do not see any email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",2,@AmazonHelp Here’s the email: https://t.co/6k0kLyAiZH,here s the email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",3,@117795 is this a legitimate email? https://t.co/hz3E8G5knR,is this a legitimate email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",4,"@AmazonHelp Ambozo, it's an email",ambozo it's an email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",5,@AmazonHelp Not that I can see in the email,not that i can see in the email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",6,@AmazonHelp I already forowad all email,i already forowad all email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",7,@AmazonHelp Not any email @AmazonHelp,not any email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",8,@AmazonHelp No no email or anything 🙃,no no email or anything
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",9,@AmazonHelp And what is that email?,and what is that email
12,4,4374,"email, account, sent, received, received email, email address, got email, got, address, sent email, saying, email saying, just, amazon, ve",10,"@AmazonHelp No, via email",no via email
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",1,@115821 your customer service is wack,your customer service is wack
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",2,@AmazonHelp Shittiest customer service ever.,shittiest customer service ever
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",3,@115850 tremendous improvements in customer service..,tremendous improvements in customer service
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",4,@115821 your customer service is 💯🤙🏻,your customer service is
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",5,.@115821 customer service been slippin 🧐 https://t.co/xJyfvhtgmm,customer service been slippin
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",6,@AmazonHelp @115851 You  call this customer service?? https://t.co/n3e6vf9IPJ,you call this customer service
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",7,@115850 your customer service disappoints me every time.,your customer service disappoints me every time
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",8,"@115830 guys, your customer service is diabolical.",guys your customer service is diabolical
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",9,@115830 Apalling customer service for deliveries yet again!!!!!!!,apalling customer service for deliveries yet again
12,5,5014,"customer, service, customer service, care, customer care, worst, amazon, worst customer, help, order, just, amazon customer, poor, contact, pathetic",10,@AmazonHelp I telephoned customer service last night.,i telephoned customer service last night
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",1,@AmazonHelp Can't u guys contact me for the issue....9814555974,can't u guys contact me for the issue 9814555974
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",2,@AmazonHelp Do you guys got my details and what is the issue.?,do you guys got my details and what is the issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",3,@AmazonHelp Already done that.  Issue is beyond that https://t.co/b7k88XyiUo,already done that issue is beyond that
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",4,@AmazonHelp DMing you the issue,dming you the issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",5,@AmazonHelp Still the same issue.,still the same issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",6,@AmazonHelp No THAT is the ISSUE,no that is the issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",7,@AmazonHelp Done. Same issue.,done same issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",8,@AmazonHelp Same issue for me,same issue for me
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",9,@AmazonHelp here is the issue. https://t.co/Y4557PuDpQ,here is the issue
12,6,4433,"issue, guys, resolve, resolved, help, resolve issue, time, just, amazon, issue resolved, thanks, order, days, customer, did",10,@AmazonHelp The issue is with my Keurig Rivo.,the issue is with my keurig rivo
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",1,@AmazonHelp Where is my product ?,where is my product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",2,@AmazonHelp What about my product. https://t.co/y6vnvfEVjY,what about my product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",3,@AmazonHelp The product from yourselves,the product from yourselves
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",4,@115850 when will I get my product?,when will i get my product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",5,@AmazonHelp I ordered one but i receved another product,i ordered one but i receved another product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",6,"@172599 @118919 @115850 First of all deliver the ryt product #AmazonFakers 
https://t.co/3PwpXXfqHY",first of all deliver the ryt product amazonfakers
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",7,@AmazonHelp I've already done it with photographs of product,i've already done it with photographs of product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",8,@AmazonHelp Why i should pay 10000 more for the same product,why i should pay 10000 more for the same product
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",9,@AmazonHelp @AmazonHelp @8623 product not delivered !,product not delivered
12,7,4358,"product, delivered, product delivered, amazon, return, received, refund, order, delivery, ordered, deliver, days, got, deliver product, ordered product",10,@AmazonHelp No need just get me my product.,no need just get me my product
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",1,@115821 delivery at its finest. https://t.co/OzTydyKcvI,delivery at its finest
